species	code	habitat
Margatteoidea amoena	1.6	Forest - Subtropical/Tropical Moist Lowland
Marstonia olivacea	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Mascarenotus grucheti	1.6	Forest - Subtropical/Tropical Moist Lowland
Mascarenotus murivorus	1.6	Forest - Subtropical/Tropical Moist Lowland
Mascarenotus sauzieri	1.6	Forest - Subtropical/Tropical Moist Lowland
Mascarinus mascarin	1.6	Forest - Subtropical/Tropical Moist Lowland
Medionidus mcglameriae	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Megalomys desmarestii	18	Unknown
Megalomys luciae	18	Unknown
Megaoryzomys curioi	3.4	Shrubland - Temperate
Megupsilon aporus	5.9	Wetlands (inland) - Freshwater Springs and Oases
Melamprosops phaeosoma	1.5	Forest - Subtropical/Tropical Dry
Melamprosops phaeosoma	1.9	Forest - Subtropical/Tropical Moist Montane
Melanoplus spretus	14.1	Artificial/Terrestrial - Arable Land
Melanoplus spretus	4.4	Grassland - Temperate
Melicope macropus	1.5	Forest - Subtropical/Tropical Dry
Melomys rubicola	3.6	Shrubland - Subtropical/Tropical Moist
Mercuria letourneuxiana	5.12	Wetlands (inland) - Geothermal Wetlands
Mercuria letourneuxiana	5.9	Wetlands (inland) - Freshwater Springs and Oases
Mergus australis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Mergus australis	9.10	Marine Neritic - Estuaries
Metazalmoxis ferruginea	1.6	Forest - Subtropical/Tropical Moist Lowland
Miconia abscondita	1.9	Forest - Subtropical/Tropical Moist Montane
Microgoura meeki	1.6	Forest - Subtropical/Tropical Moist Lowland
Microgoura meeki	1.8	Forest - Subtropical/Tropical Swamp
Mirogrex hulensis	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Mirogrex hulensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Moho apicalis	1.6	Forest - Subtropical/Tropical Moist Lowland
Moho bishopi	1.9	Forest - Subtropical/Tropical Moist Montane
Moho braccatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Moho braccatus	1.9	Forest - Subtropical/Tropical Moist Montane
Moho nobilis	1.9	Forest - Subtropical/Tropical Moist Montane
Moxostoma lacerum	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Mundia elpenor	3.5	Shrubland - Subtropical/Tropical Dry
Myadestes myadestinus	1.9	Forest - Subtropical/Tropical Moist Montane
Myadestes woahensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Myiagra freycineti	1.6	Forest - Subtropical/Tropical Moist Lowland
Myosotis laingii	4.4	Grassland - Temperate
Nactus soniae	18	Unknown
Namibcypris costata	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Namibcypris costata	5.9	Wetlands (inland) - Freshwater Springs and Oases
Nannococcyx psix	1.4	Forest - Temperate
Nannophrys guentheri	18	Unknown
Necropsar rodericanus	17	Other
Necropsittacus rodricanus	1.6	Forest - Subtropical/Tropical Moist Lowland
Neocnemis occidentalis	1.4	Forest - Temperate
Neomonachus tropicalis	10.1	Marine Oceanic - Epipelagic (0-200m)
Neomonachus tropicalis	12.1	Marine Intertidal - Rocky Shoreline
Neomonachus tropicalis	12.2	Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc
Neomonachus tropicalis	12.3	Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches
Neomonachus tropicalis	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Neomonachus tropicalis	9.1	Marine Neritic - Pelagic
Neoplanorbis tantillus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Neovison macrodon	12.1	Marine Intertidal - Rocky Shoreline
Neovison macrodon	12.2	Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc
Neovison macrodon	12.3	Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches
Neovison macrodon	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Neovison macrodon	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Nesillas aldabrana	3.6	Shrubland - Subtropical/Tropical Moist
Nesiota elliptica	1.9	Forest - Subtropical/Tropical Moist Montane
Nesoenas cicur	18	Unknown
Nesoenas duboisi	1.6	Forest - Subtropical/Tropical Moist Lowland
Nesoenas rodericanus	18	Unknown
Nesophontes edithae	18	Unknown
Nesophontes hypomicrus	1.6	Forest - Subtropical/Tropical Moist Lowland
Nesophontes major	18	Unknown
Nesophontes micrus	18	Unknown
Nesophontes paramicrus	18	Unknown
Nesophontes zamicrus	18	Unknown
Nesoryzomys darwini	3.6	Shrubland - Subtropical/Tropical Moist
Nesoryzomys indefessus	3.6	Shrubland - Subtropical/Tropical Moist
Nestor productus	1.4	Forest - Temperate
Nobregaea latinervis	1.4	Forest - Temperate
Noronhomys vespuccii	3.5	Shrubland - Subtropical/Tropical Dry
Notomys amplus	18	Unknown
Notomys longicaudatus	2.1	Savanna - Dry
Notomys longicaudatus	3.5	Shrubland - Subtropical/Tropical Dry
Notomys longicaudatus	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Notomys longicaudatus	4.5	Grassland - Subtropical/Tropical Dry
Notomys longicaudatus	8.1	Desert - Hot
Notomys macrotis	18	Unknown
Notomys mordax	18	Unknown
Notomys robustus	2.1	Savanna - Dry
Notomys robustus	3.5	Shrubland - Subtropical/Tropical Dry
Notomys robustus	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Notomys robustus	4.5	Grassland - Subtropical/Tropical Dry
Notomys robustus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Notropis aulidion	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Notropis orca	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Notropis saladonis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Noturus trautmani	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Nyctanassa carcinocatactes	18	Unknown
Nycticorax duboisi	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Nycticorax duboisi	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Nycticorax mauritianus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Nycticorax mauritianus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Nycticorax megacephalus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Nycticorax megacephalus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Oeceoclades seychellarum	1.6	Forest - Subtropical/Tropical Moist Lowland
Ohridohauffenia drimica	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Oldenlandia adscensionis	3.5	Shrubland - Subtropical/Tropical Dry
Oldenlandia adscensionis	3.7	Shrubland - Subtropical/Tropical High Altitude
Oldenlandia adscensionis	4.5	Grassland - Subtropical/Tropical Dry
Oligoryzomys victus	1.6	Forest - Subtropical/Tropical Moist Lowland
Oligoryzomys victus	18	Unknown
Oncorhynchus nerka COLUMBIA RIVER: Payette R	10.1	Marine Oceanic - Epipelagic (0-200m)
Oncorhynchus nerka COLUMBIA RIVER: Payette R	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Oncorhynchus nerka COLUMBIA RIVER: Payette R	13.5	Marine Coastal/Supratidal - Coastal Freshwater Lakes
Oncorhynchus nerka COLUMBIA RIVER: Payette R	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Oncorhynchus nerka COLUMBIA RIVER: Payette R	5.13	Wetlands (inland) - Permanent Inland Deltas
Oncorhynchus nerka COLUMBIA RIVER: Payette R	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Oncorhynchus nerka COLUMBIA RIVER: Payette R	9.1	Marine Neritic - Pelagic
Oncorhynchus nerka COLUMBIA RIVER: Payette R	9.10	Marine Neritic - Estuaries
Pluchea glutinosa	18	Unknown
Podiceps andinus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Podilymbus gigas	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Pogonichthys ciscoides	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pogonichthys ciscoides	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Pomarea fluxa	1.5	Forest - Subtropical/Tropical Dry
Pomarea fluxa	1.6	Forest - Subtropical/Tropical Moist Lowland
Pomarea fluxa	3.6	Shrubland - Subtropical/Tropical Moist
Pomarea nukuhivae	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Pomarea nukuhivae	1.6	Forest - Subtropical/Tropical Moist Lowland
Pomarea nukuhivae	1.9	Forest - Subtropical/Tropical Moist Montane
Pomarea pomarea	1.6	Forest - Subtropical/Tropical Moist Lowland
Poodytes rufescens	3.2	Shrubland - Subantarctic
Porphyrio albus	17	Other
Porphyrio caerulescens	1.9	Forest - Subtropical/Tropical Moist Montane
Porphyrio kukwiedei	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Porphyrio mantelli	4.7	Grassland - Subtropical/Tropical High Altitude
Porphyrio paepae	18	Unknown
Potorous platyops	5.16	Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools
Procambarus angustatus	18	Unknown
Prolagus sardus	18	Unknown
Prosobonia cancellata	12.1	Marine Intertidal - Rocky Shoreline
Prosobonia cancellata	12.2	Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc
Prosobonia cancellata	12.3	Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches
Prosobonia cancellata	12.6	Marine Intertidal - Tidepools
Prosobonia cancellata	3.5	Shrubland - Subtropical/Tropical Dry
Prosobonia ellisi	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Prosobonia leucoptera	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Prototroctes oxyrhynchus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Psephotellus pulcherrimus	2.1	Savanna - Dry
Pseudamnicola barratei	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pseudamnicola desertorum	5.9	Wetlands (inland) - Freshwater Springs and Oases
Pseudamnicola doumeti	5.9	Wetlands (inland) - Freshwater Springs and Oases
Pseudamnicola globulina	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pseudamnicola globulina	5.9	Wetlands (inland) - Freshwater Springs and Oases
Pseudamnicola latasteana	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pseudamnicola latasteana	5.9	Wetlands (inland) - Freshwater Springs and Oases
Pseudamnicola oudrefica	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pseudamnicola ragia	18	Unknown
Pseudamnicola singularis	5.9	Wetlands (inland) - Freshwater Springs and Oases
Pseudobactricia ridleyi	1.6	Forest - Subtropical/Tropical Moist Lowland
Pseudocampylaea lowii	18	Unknown
Pseudoeurycea exspectata	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Pseudoeurycea exspectata	1.9	Forest - Subtropical/Tropical Moist Montane
Pseudomys auritus	1.4	Forest - Temperate
Pseudomys auritus	2.2	Savanna - Moist
Pseudomys auritus	3.4	Shrubland - Temperate
Pseudomys glaucus	1.5	Forest - Subtropical/Tropical Dry
Pseudomys gouldii	1.5	Forest - Subtropical/Tropical Dry
Pseudomys gouldii	3.5	Shrubland - Subtropical/Tropical Dry
Pseudophilautus adspersus	18	Unknown
Pseudophilautus dimbullae	18	Unknown
Pseudophilautus eximius	18	Unknown
Pseudophilautus extirpo	18	Unknown
Pseudophilautus halyi	18	Unknown
Pseudophilautus hypomelas	18	Unknown
Pseudophilautus leucorhinus	18	Unknown
Pseudophilautus maia	1.9	Forest - Subtropical/Tropical Moist Montane
Pseudophilautus malcolmsmithi	18	Unknown
Pseudophilautus nanus	18	Unknown
Pseudophilautus nasutus	18	Unknown
Pseudophilautus oxyrhynchus	18	Unknown
Pseudophilautus rugatus	18	Unknown
Pseudophilautus stellatus	18	Unknown
Pseudophilautus temporalis	18	Unknown
Pseudophilautus variabilis	18	Unknown
Pseudophilautus zal	18	Unknown
Pseudophilautus zimmeri	18	Unknown
Pseudophoxinus handlirschi	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Pseudoyersinia brevipennis	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Psiadia schweinfurthii	18	Unknown
Psittacara labati	1.6	Forest - Subtropical/Tropical Moist Lowland
Psittacula exsul	1.6	Forest - Subtropical/Tropical Moist Lowland
Psittacula wardi	1.6	Forest - Subtropical/Tropical Moist Lowland
Pterodroma rupinarum	10.1	Marine Oceanic - Epipelagic (0-200m)
Pterodroma rupinarum	10.2	Marine Oceanic - Mesopelagic (200-1000m)
Pterodroma rupinarum	1.5	Forest - Subtropical/Tropical Dry
Pterodroma rupinarum	3.5	Shrubland - Subtropical/Tropical Dry
Pterodroma rupinarum	9.1	Marine Neritic - Pelagic
Pteropus allenorum	18	Unknown
Pteropus brunneus	18	Unknown
Pteropus coxi	18	Unknown
Pteropus pilosus	18	Unknown
Pteropus subniger	18	Unknown
Pteropus subniger	1.9	Forest - Subtropical/Tropical Moist Montane
Ptilinopus mercierii	1.6	Forest - Subtropical/Tropical Moist Lowland
Ptychochromis onilahy	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pycnandra micrantha	3.5	Shrubland - Subtropical/Tropical Dry
Pyrocephalus dubius	1.5	Forest - Subtropical/Tropical Dry
Quiscalus palustris	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Raphus cucullatus	1.5	Forest - Subtropical/Tropical Dry
Raphus cucullatus	1.9	Forest - Subtropical/Tropical Moist Montane
Rattus macleari	1.6	Forest - Subtropical/Tropical Moist Lowland
Rattus nativitatis	1.6	Forest - Subtropical/Tropical Moist Lowland
Rheobatrachus silus	1.6	Forest - Subtropical/Tropical Moist Lowland
Rheobatrachus silus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Rheobatrachus silus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Rheobatrachus vitellinus	1.6	Forest - Subtropical/Tropical Moist Lowland
Rheobatrachus vitellinus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Rhinichthys deaconi	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Rhinichthys deaconi	5.9	Wetlands (inland) - Freshwater Springs and Oases
Rhodacanthis flaviceps	1.5	Forest - Subtropical/Tropical Dry
Rhodacanthis palmeri	1.5	Forest - Subtropical/Tropical Dry
Rhyncogonus bryani	3.5	Shrubland - Subtropical/Tropical Dry
Romanogobio antipai	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Rucervus schomburgki	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Rucervus schomburgki	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Rucervus schomburgki	5.6	Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)
Salmo pallaryi	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Salvelinus neocomensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Salvelinus profundus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Samoana inflata	1.6	Forest - Subtropical/Tropical Moist Lowland
Sanicula kauaiensis	18	Unknown
Sceloglaux albifacies	1.4	Forest - Temperate
Sceloglaux albifacies	4.4	Grassland - Temperate
Sceloglaux albifacies	6	Rocky areas (eg. inland cliffs, mountain peaks)
Scelotes guentheri	18	Unknown
Schiedea amplexicaulis	1.5	Forest - Subtropical/Tropical Dry
Scleria chevalieri	5.16	Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools
Scleria chevalieri	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Sicyos villosus	18	Unknown
Sitalcicus gardineri	1.6	Forest - Subtropical/Tropical Moist Lowland
Solenodon marcanoi	18	Unknown
Somatogyrus amnicoloides	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Somatogyrus crassilabris	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Somatogyrus wheeleri	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Spirobolellus praslinus	1.6	Forest - Subtropical/Tropical Moist Lowland
Sporobolus durus	4.5	Grassland - Subtropical/Tropical Dry
Sporobolus durus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Stachytarpheta fallax	18	Unknown
Stagnicola pilsbryi	5.9	Wetlands (inland) - Freshwater Springs and Oases
Stellaria elatinoides	4.4	Grassland - Temperate
Stellaria elatinoides	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Stipax triangulifer	1.6	Forest - Subtropical/Tropical Moist Lowland
Streblorrhiza speciosa	18	Unknown
Stypodon signifer	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Stypodon signifer	5.9	Wetlands (inland) - Freshwater Springs and Oases
Sus bucculentus	1.6	Forest - Subtropical/Tropical Moist Lowland
Sus bucculentus	1.9	Forest - Subtropical/Tropical Moist Montane
Sympterichthys unipennis	18	Unknown
Sympterichthys unipennis	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Sympterichthys unipennis	9.3	Marine Neritic - Subtidal Loose Rock/pebble/gravel
Sympterichthys unipennis	9.4	Marine Neritic - Subtidal Sandy
Sympterichthys unipennis	9.7	Marine Neritic - Macroalgal/Kelp
Syncaris pasadenae	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Tachybaptus rufolavatus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Tachybaptus rufolavatus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Tachygyia microlepis	18	Unknown
Taudactylus diurnus	1.6	Forest - Subtropical/Tropical Moist Lowland
Taudactylus diurnus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Taudactylus diurnus	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Telestes ukliva	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Tetradactylus eastwoodae	4.7	Grassland - Subtropical/Tropical High Altitude
Thomasettia seychellana	1.6	Forest - Subtropical/Tropical Moist Lowland
Threskiornis solitarius	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Thylacinus cynocephalus	1.4	Forest - Temperate
Thylacinus cynocephalus	1.6	Forest - Subtropical/Tropical Moist Lowland
Thylacinus cynocephalus	4.4	Grassland - Temperate
Tokea orthostichon	17	Other
Traversia lyalli	1.3	Forest - Subantarctic
Traversia lyalli	6	Rocky areas (eg. inland cliffs, mountain peaks)
Tribonyx hodgenorum	18	Unknown
Trigonoscuta rossi	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Trigonoscuta yorbalindae	8.1	Desert - Hot
Trilepidea adamsii	1.6	Forest - Subtropical/Tropical Moist Lowland
Trilepidea adamsii	3.6	Shrubland - Subtropical/Tropical Moist
Tristramella intermedia	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Tristramella magdelainae	18	Unknown
Tristramella sacra	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Trochetiopsis melanoxylon	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Trochetiopsis melanoxylon	3.5	Shrubland - Subtropical/Tropical Dry
Trochetiopsis melanoxylon	6	Rocky areas (eg. inland cliffs, mountain peaks)
Trochetiopsis melanoxylon	8.1	Desert - Hot
Turdus ravidus	1.6	Forest - Subtropical/Tropical Moist Lowland
Turnagra capensis	1.4	Forest - Temperate
Turnagra tanagra	1.4	Forest - Temperate
Unio madagascariensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Unio malgachensis	18	Unknown
Upupa antaios	1.4	Forest - Temperate
Urile perspicillatus	12.1	Marine Intertidal - Rocky Shoreline
Vanvoorstia bennettiana	9.10	Marine Neritic - Estuaries
Vanvoorstia bennettiana	9.5	Marine Neritic - Subtidal Sandy-Mud
Vernonia sechellensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Viola cryana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Viridonia sagittirostris	1.6	Forest - Subtropical/Tropical Moist Lowland
Vitrea storchi	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Wikstroemia hanalei	1.6	Forest - Subtropical/Tropical Moist Lowland
Xenicus longipes	1.4	Forest - Temperate
Xenicus longipes	3.4	Shrubland - Temperate
Xenothrix mcgregori	18	Unknown
Zalophus japonicus	10.1	Marine Oceanic - Epipelagic (0-200m)
Zalophus japonicus	12.1	Marine Intertidal - Rocky Shoreline
Zalophus japonicus	12.2	Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc
Zalophus japonicus	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Zalophus japonicus	9.1	Marine Neritic - Pelagic
Zapornia astrictocarpus	17	Other
Zapornia monasa	12.5	Marine Intertidal - Salt Marshes (Emergent Grasses)
Zapornia monasa	1.6	Forest - Subtropical/Tropical Moist Lowland
Zapornia monasa	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Zapornia nigra	17	Other
Zapornia palmeri	4.5	Grassland - Subtropical/Tropical Dry
Zapornia sandwichensis	1.9	Forest - Subtropical/Tropical Moist Montane
Zonites santoriniensis	18	Unknown
Zonites siphnicus	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Zoothera terrestris	1.4	Forest - Temperate
Zosterops conspicillatus	14.3	Artificial/Terrestrial - Plantations
Zosterops conspicillatus	14.4	Artificial/Terrestrial - Rural Gardens
Zosterops conspicillatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Zosterops conspicillatus	3.6	Shrubland - Subtropical/Tropical Moist
Zosterops semiflavus	1.5	Forest - Subtropical/Tropical Dry
Zosterops semiflavus	1.6	Forest - Subtropical/Tropical Moist Lowland
Zosterops semiflavus	1.7	Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level
Zosterops semiflavus	1.9	Forest - Subtropical/Tropical Moist Montane
Zosterops strenuus	1.4	Forest - Temperate
Zosterops strenuus	14.5	Artificial/Terrestrial - Urban Areas
Zosterops strenuus	3.4	Shrubland - Temperate
