species	code	habitat
Limonium sundingii	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Limonium sundingii	3.6	Shrubland - Subtropical/Tropical Moist
Sarcohyla calvicollina	1.9	Forest - Subtropical/Tropical Moist Montane
Sarcohyla calvicollina	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pelargonium insularis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Azurina eupalama	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Azurina eupalama	9.8	Marine Neritic - Coral Reef
Mezoneuron kavaiense	1.5	Forest - Subtropical/Tropical Dry
Ixalotriton parvus	1.9	Forest - Subtropical/Tropical Moist Montane
Diospyros veillonii	1.5	Forest - Subtropical/Tropical Dry
Magnolia katiorum	1.6	Forest - Subtropical/Tropical Moist Lowland
Actinodaphne mansonii	1.6	Forest - Subtropical/Tropical Moist Lowland
Orthaea caudata	1.9	Forest - Subtropical/Tropical Moist Montane
Nepenthes macrophylla	1.5	Forest - Subtropical/Tropical Dry
Pterocephalus centennii	1.9	Forest - Subtropical/Tropical Moist Montane
Beilschmiedia gallatlyi	1.6	Forest - Subtropical/Tropical Moist Lowland
Gallicolumba menagei	1.6	Forest - Subtropical/Tropical Moist Lowland
Hopea depressinerva	1.6	Forest - Subtropical/Tropical Moist Lowland
Gyps africanus	14.2	Artificial/Terrestrial - Pastureland
Gyps africanus	1.5	Forest - Subtropical/Tropical Dry
Gyps africanus	2.1	Savanna - Dry
Gyps africanus	3.5	Shrubland - Subtropical/Tropical Dry
Gyps africanus	4.5	Grassland - Subtropical/Tropical Dry
Gyps africanus	8.1	Desert - Hot
Ceylonthelphusa orthos	1.6	Forest - Subtropical/Tropical Moist Lowland
Ceylonthelphusa orthos	1.8	Forest - Subtropical/Tropical Swamp
Ceylonthelphusa orthos	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Sarcohyla siopela	1.5	Forest - Subtropical/Tropical Dry
Sarcohyla siopela	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Sarcohyla siopela	6	Rocky areas (eg. inland cliffs, mountain peaks)
Humbertochloa greenwayi	1.6	Forest - Subtropical/Tropical Moist Lowland
Testudo kleinmanni	3.5	Shrubland - Subtropical/Tropical Dry
Testudo kleinmanni	8.1	Desert - Hot
Cynorkis bimaculata	1.9	Forest - Subtropical/Tropical Moist Montane
Chilabothrus argentum	1.6	Forest - Subtropical/Tropical Moist Lowland
Chilatherina sentaniensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Sphagnum nitidulum	5.12	Wetlands (inland) - Geothermal Wetlands
Grewia analamerensis	1.5	Forest - Subtropical/Tropical Dry
Grewia analamerensis	4.5	Grassland - Subtropical/Tropical Dry
Aulonocara baenschi	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Syzygium crypteronioides	1.6	Forest - Subtropical/Tropical Moist Lowland
Labeobarbus ruasae	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pouteria atlantica	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus thorectes	1.9	Forest - Subtropical/Tropical Moist Montane
Gorilla beringei	1.6	Forest - Subtropical/Tropical Moist Lowland
Gorilla beringei	1.8	Forest - Subtropical/Tropical Swamp
Gorilla beringei	1.9	Forest - Subtropical/Tropical Moist Montane
Monodelphis unistriata	1.6	Forest - Subtropical/Tropical Moist Lowland
Mammillaria humboldtii	3.5	Shrubland - Subtropical/Tropical Dry
Mammillaria humboldtii	6	Rocky areas (eg. inland cliffs, mountain peaks)
Cynorkis sylvatica	1.9	Forest - Subtropical/Tropical Moist Montane
Lepidopilum grevilleanum	1.6	Forest - Subtropical/Tropical Moist Lowland
Dreissena caspia	5.14	Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes
Cinnamomum englerianum	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus parabates	1.9	Forest - Subtropical/Tropical Moist Montane
Dypsis ramentacea	1.6	Forest - Subtropical/Tropical Moist Lowland
Aythya innotata	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Aythya innotata	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Dypsis nauseosa	1.6	Forest - Subtropical/Tropical Moist Lowland
Megalochlamys tanaensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Hemistomia crosseana	5.9	Wetlands (inland) - Freshwater Springs and Oases
Calotriton arnoldi	1.4	Forest - Temperate
Calotriton arnoldi	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pancheria minima	3.7	Shrubland - Subtropical/Tropical High Altitude
Tympanoctomys aureus	5.16	Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools
Camellia rosmannii	1.6	Forest - Subtropical/Tropical Moist Lowland
Lycaon pictus West Africa subpopulation	1.5	Forest - Subtropical/Tropical Dry
Lycaon pictus West Africa subpopulation	1.7	Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level
Lycaon pictus West Africa subpopulation	1.9	Forest - Subtropical/Tropical Moist Montane
Lycaon pictus West Africa subpopulation	2.1	Savanna - Dry
Lycaon pictus West Africa subpopulation	2.2	Savanna - Moist
Lycaon pictus West Africa subpopulation	3.5	Shrubland - Subtropical/Tropical Dry
Lycaon pictus West Africa subpopulation	4.5	Grassland - Subtropical/Tropical Dry
Lycaon pictus West Africa subpopulation	8.1	Desert - Hot
Eleutherodactylus pezopetrus	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus pezopetrus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Litoria spenceri	1.6	Forest - Subtropical/Tropical Moist Lowland
Litoria spenceri	1.9	Forest - Subtropical/Tropical Moist Montane
Litoria spenceri	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cynorkis sagittata	1.5	Forest - Subtropical/Tropical Dry
Leptocereus grantianus	3.5	Shrubland - Subtropical/Tropical Dry
Leptocereus grantianus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Buchanania barberi	1.6	Forest - Subtropical/Tropical Moist Lowland
Brookesia bonsi	1.5	Forest - Subtropical/Tropical Dry
Radomaniola elongata	5.9	Wetlands (inland) - Freshwater Springs and Oases
Eucalyptus dolorosa	6	Rocky areas (eg. inland cliffs, mountain peaks)
Eucalyptus dolorosa	8.2	Desert - Temperate
Betta miniopinna	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Betta miniopinna	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Manihot neusana	1.6	Forest - Subtropical/Tropical Moist Lowland
Crocidura harenna	1.9	Forest - Subtropical/Tropical Moist Montane
Beilschmiedia preussii	1.5	Forest - Subtropical/Tropical Dry
Samoana abbreviata	1.6	Forest - Subtropical/Tropical Moist Lowland
Nemosia rourei	1.9	Forest - Subtropical/Tropical Moist Montane
Eleutherodactylus blairhedgesi	3.5	Shrubland - Subtropical/Tropical Dry
Eleutherodactylus blairhedgesi	6	Rocky areas (eg. inland cliffs, mountain peaks)
Chiropterotriton arboreus	1.4	Forest - Temperate
Chiropterotriton arboreus	1.9	Forest - Subtropical/Tropical Moist Montane
Bupleurum kakiskalae	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Bupleurum kakiskalae	6	Rocky areas (eg. inland cliffs, mountain peaks)
Walsura sarawakensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Brymela tutezona	1.6	Forest - Subtropical/Tropical Moist Lowland
Elaeocarpus biflorus	1.6	Forest - Subtropical/Tropical Moist Lowland
Elaeocarpus biflorus	1.9	Forest - Subtropical/Tropical Moist Montane
Asplenium dielpallidum	1.6	Forest - Subtropical/Tropical Moist Lowland
Etheostoma lugoi	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Etheostoma lugoi	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Acanthagrion franciscoi	3.6	Shrubland - Subtropical/Tropical Moist
Gyldenstolpia fronto	2.2	Savanna - Moist
Gyldenstolpia fronto	5.3	Wetlands (inland) - Shrub Dominated Wetlands
Gyldenstolpia fronto	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Propithecus coronatus	1.5	Forest - Subtropical/Tropical Dry
Propithecus coronatus	1.7	Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level
Potentilla seidlitziana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Sorbus andreanszkyana	1.4	Forest - Temperate
Sorbus andreanszkyana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Hyloxalus anthracinus	1.9	Forest - Subtropical/Tropical Moist Montane
Hyloxalus anthracinus	4.7	Grassland - Subtropical/Tropical High Altitude
Hyloxalus anthracinus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Hypolytrum subcompositus	1.9	Forest - Subtropical/Tropical Moist Montane
Iris damascena	6	Rocky areas (eg. inland cliffs, mountain peaks)
Albinaria retusa	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Albinaria retusa	6	Rocky areas (eg. inland cliffs, mountain peaks)
Atelopus glyphus	1.9	Forest - Subtropical/Tropical Moist Montane
Atelopus glyphus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Phyllostegia mannii	1.9	Forest - Subtropical/Tropical Moist Montane
Nimbaphrynoides occidentalis	4.7	Grassland - Subtropical/Tropical High Altitude
Holcosus orcesi	3.5	Shrubland - Subtropical/Tropical Dry
Weberocereus frohningiorum	1.9	Forest - Subtropical/Tropical Moist Montane
Anomaloglossus degranvillei	1.6	Forest - Subtropical/Tropical Moist Lowland
Anomaloglossus degranvillei	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Ateles hybridus	1.5	Forest - Subtropical/Tropical Dry
Ateles hybridus	1.6	Forest - Subtropical/Tropical Moist Lowland
Ateles hybridus	1.8	Forest - Subtropical/Tropical Swamp
Ateles hybridus	1.9	Forest - Subtropical/Tropical Moist Montane
Cassipourea fanshawei	1.5	Forest - Subtropical/Tropical Dry
Delavaya dianchiensis	5.9	Wetlands (inland) - Freshwater Springs and Oases
Atelopus quimbaya	1.9	Forest - Subtropical/Tropical Moist Montane
Atelopus quimbaya	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Zoosphaerium xerophilum	1.5	Forest - Subtropical/Tropical Dry
Exerodonta perkinsi	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Exerodonta perkinsi	1.9	Forest - Subtropical/Tropical Moist Montane
Exerodonta perkinsi	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Exerodonta perkinsi	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Agave nickelsiae	3.5	Shrubland - Subtropical/Tropical Dry
Gobio insuyanus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Haplochromis xenostoma	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Alzoniella galaica	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Alzoniella galaica	5.9	Wetlands (inland) - Freshwater Springs and Oases
Matticnemis doi	1.6	Forest - Subtropical/Tropical Moist Lowland
Matticnemis doi	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Zornia vaughaniana	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Zornia vaughaniana	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Oxynoemacheilus tigris	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Geostachys taipingensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Schiedea nuttallii	1.5	Forest - Subtropical/Tropical Dry
Schiedea nuttallii	1.6	Forest - Subtropical/Tropical Moist Lowland
Cynoglossum tsaratananense	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cynoglossum tsaratananense	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Cynoglossum tsaratananense	5.9	Wetlands (inland) - Freshwater Springs and Oases
Hipposideros lamottei	1.6	Forest - Subtropical/Tropical Moist Lowland
Hipposideros lamottei	1.9	Forest - Subtropical/Tropical Moist Montane
Hipposideros lamottei	4.7	Grassland - Subtropical/Tropical High Altitude
Hipposideros lamottei	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Hipposideros lamottei	7.2	Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats
Dombeya ambohitrensis	1.5	Forest - Subtropical/Tropical Dry
Beaucarnea recurvata	1.5	Forest - Subtropical/Tropical Dry
Eleutherodactylus locustus	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus locustus	1.9	Forest - Subtropical/Tropical Moist Montane
Eleutherodactylus locustus	4.7	Grassland - Subtropical/Tropical High Altitude
Psychotria microthyrsa	1.6	Forest - Subtropical/Tropical Moist Lowland
Lycodon chrysoprateros	1.6	Forest - Subtropical/Tropical Moist Lowland
Thestor strutti	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Thestor strutti	6	Rocky areas (eg. inland cliffs, mountain peaks)
Dioscorea strydomiana	2.1	Savanna - Dry
Metalepis gentryi	1.6	Forest - Subtropical/Tropical Moist Lowland
Moema claudiae	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Columbina cyanopis	2.1	Savanna - Dry
Columbina cyanopis	4.5	Grassland - Subtropical/Tropical Dry
Abronia frosti	1.9	Forest - Subtropical/Tropical Moist Montane
Drepanosticta makilingia	1.6	Forest - Subtropical/Tropical Moist Lowland
Drepanosticta makilingia	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Chiropterotriton lavae	1.9	Forest - Subtropical/Tropical Moist Montane
Palmeria dolei	1.9	Forest - Subtropical/Tropical Moist Montane
Stachytarpheta svensonii	1.5	Forest - Subtropical/Tropical Dry
Calamus sabalensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Calamus sabalensis	1.8	Forest - Subtropical/Tropical Swamp
Calamus sabalensis	1.9	Forest - Subtropical/Tropical Moist Montane
Tylomelania mahalonensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Mellera insignis	1.8	Forest - Subtropical/Tropical Swamp
Agave kavandivi	3.5	Shrubland - Subtropical/Tropical Dry
Agave kavandivi	6	Rocky areas (eg. inland cliffs, mountain peaks)
Ritchiea afzelii	1.6	Forest - Subtropical/Tropical Moist Lowland
Dalbergia granadillo	1.6	Forest - Subtropical/Tropical Moist Lowland
Lanistes nasutus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Biswamoyopterus biswasi	1.5	Forest - Subtropical/Tropical Dry
Calantica pseudobiseriata	1.6	Forest - Subtropical/Tropical Moist Lowland
Sphaeromimus andrahomana	1.6	Forest - Subtropical/Tropical Moist Lowland
Taudactylus rheophilus	1.6	Forest - Subtropical/Tropical Moist Lowland
Taudactylus rheophilus	1.9	Forest - Subtropical/Tropical Moist Montane
Taudactylus rheophilus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Taudactylus rheophilus	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Asplenium reekmansii	1.9	Forest - Subtropical/Tropical Moist Montane
Asplenium reekmansii	6	Rocky areas (eg. inland cliffs, mountain peaks)
Fregata andrewsi	10.1	Marine Oceanic - Epipelagic (0-200m)
Fregata andrewsi	10.2	Marine Oceanic - Mesopelagic (200-1000m)
Fregata andrewsi	1.6	Forest - Subtropical/Tropical Moist Lowland
Fregata andrewsi	9.1	Marine Neritic - Pelagic
Fregata andrewsi	9.10	Marine Neritic - Estuaries
Fregata andrewsi	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Fregata andrewsi	9.3	Marine Neritic - Subtidal Loose Rock/pebble/gravel
Fregata andrewsi	9.4	Marine Neritic - Subtidal Sandy
Fregata andrewsi	9.5	Marine Neritic - Subtidal Sandy-Mud
Fregata andrewsi	9.7	Marine Neritic - Macroalgal/Kelp
Fregata andrewsi	9.9	Marine Neritic - Seagrass (Submerged)
Thiollierea rigaultii	3.5	Shrubland - Subtropical/Tropical Dry
Asarum tabatanum	1.6	Forest - Subtropical/Tropical Moist Lowland
Bythinella lunzensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Grevillea involucrata	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Sphaerodactylus schuberti	1.5	Forest - Subtropical/Tropical Dry
Peniocereus zopilotensis	1.5	Forest - Subtropical/Tropical Dry
Charpentieria ferrox	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Charpentieria ferrox	6	Rocky areas (eg. inland cliffs, mountain peaks)
Rhinoptilus bitorquatus	3.5	Shrubland - Subtropical/Tropical Dry
Aloe fragilis	1.5	Forest - Subtropical/Tropical Dry
Aloe fragilis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Senecio alboranicus	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Paphiopedilum dayanum	1.6	Forest - Subtropical/Tropical Moist Lowland
Paphiopedilum dayanum	1.9	Forest - Subtropical/Tropical Moist Montane
Sorbus seyboldiana	1.4	Forest - Temperate
Sorbus seyboldiana	4.4	Grassland - Temperate
Bulbophyllum tampoketsense	1.9	Forest - Subtropical/Tropical Moist Montane
Rhynchorhina mauritaniensis	9.4	Marine Neritic - Subtidal Sandy
Rhynchorhina mauritaniensis	9.5	Marine Neritic - Subtidal Sandy-Mud
Rhynchorhina mauritaniensis	9.6	Marine Neritic - Subtidal Muddy
Rhynchorhina mauritaniensis	9.9	Marine Neritic - Seagrass (Submerged)
Paphiopedilum urbanianum	1.9	Forest - Subtropical/Tropical Moist Montane
Macaranga latebrosa	1.6	Forest - Subtropical/Tropical Moist Lowland
Cypripedium froschii	1.4	Forest - Temperate
Cypripedium froschii	1.9	Forest - Subtropical/Tropical Moist Montane
Cypripedium froschii	3.4	Shrubland - Temperate
Cypripedium froschii	3.6	Shrubland - Subtropical/Tropical Moist
Engaeus mallacoota	1.4	Forest - Temperate
Engaeus mallacoota	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Engaeus mallacoota	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Magnolia tiepii	1.6	Forest - Subtropical/Tropical Moist Lowland
Warburgia elongata	1.6	Forest - Subtropical/Tropical Moist Lowland
Gonatorhaphe lauensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus sisyphodemus	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus sisyphodemus	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Betta pinguis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Betta pinguis	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Magnolia ovoidea	1.9	Forest - Subtropical/Tropical Moist Montane
Eulophia grandidieri	1.6	Forest - Subtropical/Tropical Moist Lowland
Grevillea calliantha	1.4	Forest - Temperate
Aloe pillansii	3.5	Shrubland - Subtropical/Tropical Dry
Diplazium molokaiense	1.5	Forest - Subtropical/Tropical Dry
Diplazium molokaiense	1.6	Forest - Subtropical/Tropical Moist Lowland
Diplazium molokaiense	1.9	Forest - Subtropical/Tropical Moist Montane
Plectrohyla guatemalensis	1.9	Forest - Subtropical/Tropical Moist Montane
Plectrohyla guatemalensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Calathea petersenii	1.6	Forest - Subtropical/Tropical Moist Lowland
Thorius infernalis	1.9	Forest - Subtropical/Tropical Moist Montane
Psathura sechellarum	1.6	Forest - Subtropical/Tropical Moist Lowland
Psathura sechellarum	3.6	Shrubland - Subtropical/Tropical Moist
Trechus pereirai	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Silurus mento	15.1	Artificial/Aquatic - Water Storage Areas (over 8ha)
Silurus mento	15.9	Artificial/Aquatic - Canals and Drainage Channels, Ditches
Silurus mento	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Silurus mento	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Tylostigma madagascariense	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Carinigera drenovoensis	1.1	Forest - Boreal
Carinigera drenovoensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Kupeantha fosimondi	1.6	Forest - Subtropical/Tropical Moist Lowland
Kupeantha fosimondi	1.9	Forest - Subtropical/Tropical Moist Montane
Acritopappus harleyi	1.5	Forest - Subtropical/Tropical Dry
Acritopappus harleyi	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus schmidti	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus schmidti	1.9	Forest - Subtropical/Tropical Moist Montane
Eleutherodactylus schmidti	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Dendrolagus mayri	1.9	Forest - Subtropical/Tropical Moist Montane
Myriophyllum axilliflorum	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Hypericum gnidiifolium	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Horatia lucidulus	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Hypericum fissurale	6	Rocky areas (eg. inland cliffs, mountain peaks)
Aleurodiscus stratosus	1.4	Forest - Temperate
Albinaria mavromoustakisi	6	Rocky areas (eg. inland cliffs, mountain peaks)
Blepharis refracta	2.1	Savanna - Dry
Poecilozonites circumfirmatus	14.4	Artificial/Terrestrial - Rural Gardens
Poecilozonites circumfirmatus	1.5	Forest - Subtropical/Tropical Dry
Poecilozonites circumfirmatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Poecilozonites circumfirmatus	3.5	Shrubland - Subtropical/Tropical Dry
Psychotria moliwensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Clinothelphusa kakoota	1.6	Forest - Subtropical/Tropical Moist Lowland
Clinothelphusa kakoota	1.8	Forest - Subtropical/Tropical Swamp
Clinothelphusa kakoota	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Balta crassivenosa	1.6	Forest - Subtropical/Tropical Moist Lowland
Balta crassivenosa	5.3	Wetlands (inland) - Shrub Dominated Wetlands
Graecoanatolica vegorriticola	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Phrynobatrachus manengoubensis	4.7	Grassland - Subtropical/Tropical High Altitude
Phrynobatrachus manengoubensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Phrynobatrachus manengoubensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Hypseleotris ejuncida	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Hypseleotris ejuncida	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Lampedusa melitensis	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Procambarus delicatus	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Aloe bellatula	4.4	Grassland - Temperate
Aloe bellatula	6	Rocky areas (eg. inland cliffs, mountain peaks)
Lysimachia maxima	1.9	Forest - Subtropical/Tropical Moist Montane
Lysimachia maxima	3.6	Shrubland - Subtropical/Tropical Moist
Lysimachia maxima	6	Rocky areas (eg. inland cliffs, mountain peaks)
Isoetes stephansenii	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Isoetes stephansenii	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Anodonthyla vallani	1.9	Forest - Subtropical/Tropical Moist Montane
Anodonthyla vallani	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Renea bourguignatiana	1.4	Forest - Temperate
Pyrgulopsis ventricosa	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pyrgulopsis ventricosa	5.9	Wetlands (inland) - Freshwater Springs and Oases
Partula emersoni	1.9	Forest - Subtropical/Tropical Moist Montane
Coffea kimbozensis	1.9	Forest - Subtropical/Tropical Moist Montane
Isoetes taiwanensis	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Oryzias timorensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Oryzias timorensis	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Delminichthys krbavensis	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Delminichthys krbavensis	5.9	Wetlands (inland) - Freshwater Springs and Oases
Thorius papaloae	1.4	Forest - Temperate
Thorius papaloae	1.9	Forest - Subtropical/Tropical Moist Montane
Sarcohyla sabrina	1.9	Forest - Subtropical/Tropical Moist Montane
Sarcohyla sabrina	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Caridina dennerli	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Aulacocalyx camerooniana	1.6	Forest - Subtropical/Tropical Moist Lowland
Aulacocalyx camerooniana	1.9	Forest - Subtropical/Tropical Moist Montane
Craugastor epochthidius	1.6	Forest - Subtropical/Tropical Moist Lowland
Craugastor epochthidius	1.9	Forest - Subtropical/Tropical Moist Montane
Craugastor epochthidius	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Phragmipedium kovachii	1.9	Forest - Subtropical/Tropical Moist Montane
Crystallaria cincotta	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Protosticta gracilis	1.4	Forest - Temperate
Protosticta gracilis	1.5	Forest - Subtropical/Tropical Dry
Protosticta gracilis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Taeniophyllum borneense	1.6	Forest - Subtropical/Tropical Moist Lowland
Mandevilla jamesonii	1.9	Forest - Subtropical/Tropical Moist Montane
Spondylurus turksae	3.5	Shrubland - Subtropical/Tropical Dry
Hynobius abei	1.4	Forest - Temperate
Hynobius abei	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Hynobius abei	5.9	Wetlands (inland) - Freshwater Springs and Oases
Boesenbergia loerzingii	1.6	Forest - Subtropical/Tropical Moist Lowland
Ardisia schlechteri	1.5	Forest - Subtropical/Tropical Dry
Magnolia lacandonica	1.6	Forest - Subtropical/Tropical Moist Lowland
Melanophryniscus langonei	4.5	Grassland - Subtropical/Tropical Dry
Melanophryniscus langonei	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Homalium schatzii	1.6	Forest - Subtropical/Tropical Moist Lowland
Pseudoeurycea juarezi	1.9	Forest - Subtropical/Tropical Moist Montane
Atelopus coynei	1.6	Forest - Subtropical/Tropical Moist Lowland
Atelopus coynei	1.9	Forest - Subtropical/Tropical Moist Montane
Atelopus coynei	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Mikania seemannii	1.9	Forest - Subtropical/Tropical Moist Montane
Pseudophilautus nemus	1.6	Forest - Subtropical/Tropical Moist Lowland
Sophora rubriflora	1.5	Forest - Subtropical/Tropical Dry
