ObservationDate	StationNumber	StationName	Latitude	Longitude	TotalPrecipAmt
10/14/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	1.51
10/14/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0.85
10/13/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	 T
10/13/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.22
10/13/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0.14
10/13/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0.17
10/13/2020	 NH-HL-68	 Mason 2.9 SE	42.71674812	-71.72494791	0.02
10/13/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0.27
10/13/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0.02
10/13/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0.28
10/13/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0.13
10/12/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
10/12/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/12/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
10/12/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
10/12/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
10/12/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/12/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
10/12/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
10/12/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
10/12/2020	 NH-HL-87	 Brookline 1.2 SSW	42.718927	-71.667576	0
10/11/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
10/11/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
10/11/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/11/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
10/11/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
10/11/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
10/11/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/11/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
10/10/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
10/10/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/10/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
10/10/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
10/10/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/10/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
10/10/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
10/10/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
10/9/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.02
10/9/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
10/9/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
10/9/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/9/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
10/9/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/9/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
10/9/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
10/8/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0.05
10/8/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0.12
10/8/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0.11
10/8/2020	 NH-HL-68	 Mason 2.9 SE	42.71674812	-71.72494791	0.11
10/8/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0.05
10/8/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0.12
10/8/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0.36
10/8/2020	 NH-HL-87	 Brookline 1.2 SSW	42.718927	-71.667576	0.07
10/8/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0.04
10/8/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.07
10/7/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0
10/7/2020	 NH-HL-87	 Brookline 1.2 SSW	42.718927	-71.667576	0
10/7/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
10/7/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
10/7/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/7/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
10/7/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/7/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
10/7/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
10/6/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
10/6/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/6/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
10/6/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
10/6/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/6/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
10/6/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
10/6/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0
10/6/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
10/5/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
10/5/2020	 NH-HL-87	 Brookline 1.2 SSW	42.718927	-71.667576	0.01
10/5/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
10/5/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
10/5/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/5/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
10/5/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
10/5/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/5/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
10/4/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
10/4/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/4/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	 T
10/4/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
10/4/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/4/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
10/4/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
10/4/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.02
10/3/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.1
10/3/2020	 NH-HL-87	 Brookline 1.2 SSW	42.718927	-71.667576	0.09
10/3/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0.24
10/3/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0.15
10/3/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0.08
10/3/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0.12
10/3/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0.08
10/3/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0.11
10/3/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0.09
10/2/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
10/2/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/2/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
10/2/2020	 NH-HL-68	 Mason 2.9 SE	42.71674812	-71.72494791	0.12
10/2/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
10/2/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/2/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0.01
10/2/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
10/2/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0.02
10/2/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.02
10/1/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.13
10/1/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0
10/1/2020	 NH-HL-87	 Brookline 1.2 SSW	42.718927	-71.667576	0
10/1/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0.12
10/1/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	0
10/1/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0.27
10/1/2020	 NH-HL-68	 Mason 2.9 SE	42.71674812	-71.72494791	0.21
10/1/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0.29
10/1/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
10/1/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0.03
9/30/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0.53
9/30/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0.94
9/30/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0.22
9/30/2020	 NH-HL-68	 Mason 2.9 SE	42.71674812	-71.72494791	0.34
9/30/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0.45
9/30/2020	 NH-HL-100	 Brookline 2.3 SW	42.7119	-71.6908	1
9/30/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0.51
9/30/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0.34
9/30/2020	 NH-HL-87	 Brookline 1.2 SSW	42.718927	-71.667576	0.83
9/30/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.35
9/29/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.01
9/29/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/29/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/29/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0.01
9/29/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/29/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/29/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	 T
9/28/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0.08
9/28/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0.02
9/28/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0.3
9/28/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0.04
9/28/2020	 NH-HL-68	 Mason 2.9 SE	42.71674812	-71.72494791	0.02
9/28/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0.06
9/28/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0.01
9/28/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.07
9/27/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/27/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/27/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/27/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/27/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/27/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/27/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/27/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/26/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/26/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/26/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/26/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/26/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/26/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	 T
9/26/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/25/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/25/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0
9/25/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/25/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/25/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/25/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/25/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/25/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/24/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/24/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/24/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/24/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/24/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/24/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0
9/24/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/23/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0
9/23/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/23/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/23/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/23/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/23/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/23/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/23/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/22/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/22/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/22/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/22/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/22/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/22/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/22/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0
9/22/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/21/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/21/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0
9/21/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/21/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/21/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/21/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/21/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/21/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/20/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/20/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/20/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/20/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/20/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/20/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/20/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/19/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/19/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/19/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/19/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/19/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/19/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/19/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/18/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/18/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/18/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/18/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/18/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/18/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0.02
9/18/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	 T
9/18/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/17/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/17/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/17/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/17/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/17/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/17/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/17/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/16/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/16/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/16/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/16/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/16/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/16/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/16/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/16/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/15/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/15/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/15/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/15/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/15/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/15/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/15/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/15/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/14/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/14/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/14/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/14/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/14/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/14/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/14/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/14/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/13/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/13/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/13/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/13/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/13/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/13/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/13/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/12/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0.01
9/12/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/12/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/12/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	 T
9/12/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/12/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/12/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	 T
9/11/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.17
9/11/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0.08
9/11/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0.07
9/11/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0.47
9/11/2020	 NH-HL-68	 Mason 2.9 SE	42.71674812	-71.72494791	0.54
9/11/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0.81
9/11/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0.28
9/11/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0.29
9/11/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0.62
9/10/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/10/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/10/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/10/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/10/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/10/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/10/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/9/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/9/2020	 NH-HL-82	 Manchester 2.5 S	42.94781111	-71.43695278	0
9/9/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/9/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/9/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/9/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/9/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/9/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/8/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/8/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/8/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/8/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/8/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/8/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/8/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/7/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/7/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/7/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/7/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/7/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/7/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/7/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/6/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/6/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/6/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/6/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0
9/6/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/5/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0
9/5/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0
9/5/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/5/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0
9/4/2020	 NH-HL-25	 Amherst 3.7 NNE	42.914089	-71.610217	0.01
9/4/2020	 NH-HL-48	 Greenville 1.1 ENE	42.776745	-71.779923	0
9/4/2020	 NH-HL-19	 Brookline 2.1 SW	42.7123505	-71.6975995	0
9/4/2020	 NH-HL-96	 Manchester 0.6 S	42.974444	-71.444722	0.01
9/4/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0
9/4/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.02
9/4/2020	 NH-HL-77	 Weare 4.3 S	43.032228	-71.736697	0.01
9/4/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0
9/3/2020	 NH-HL-99	 Peterborough 0.2 E	42.876334	-71.958875	0.23
9/3/2020	 NH-HL-84	 Milford 0.5 S	42.827181	-71.660694	0.32
9/3/2020	 NH-HL-49	 Mont Vernon 1.3 SSW	42.87615734	-71.68280119	0.33
9/3/2020	 NH-HL-68	 Mason 2.9 SE	42.71674812	-71.72494791	0.24
