species	code	habitat
Viguieranthus kony	1.6	Forest - Subtropical/Tropical Moist Lowland
Viguieranthus kony	1.9	Forest - Subtropical/Tropical Moist Montane
Paladilhia gloeeri	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Pseudoeurycea mystax	1.4	Forest - Temperate
Pseudoeurycea mystax	1.9	Forest - Subtropical/Tropical Moist Montane
Bulbophyllum cimicinum	1.6	Forest - Subtropical/Tropical Moist Lowland
Bedotia leucopteron	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Bedotia leucopteron	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Noronhia patricei	1.6	Forest - Subtropical/Tropical Moist Lowland
Cedrorum azoricus	1.4	Forest - Temperate
Etlingera aulocheilos	1.6	Forest - Subtropical/Tropical Moist Lowland
Encephalartos concinnus	2.1	Savanna - Dry
Encephalartos concinnus	4.5	Grassland - Subtropical/Tropical Dry
Encephalartos concinnus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Crambe pritzelii	1.5	Forest - Subtropical/Tropical Dry
Crambe pritzelii	1.9	Forest - Subtropical/Tropical Moist Montane
Crambe pritzelii	3.5	Shrubland - Subtropical/Tropical Dry
Crambe pritzelii	6	Rocky areas (eg. inland cliffs, mountain peaks)
Calliandra glyphoxylon	1.9	Forest - Subtropical/Tropical Moist Montane
Calliandra glyphoxylon	3.5	Shrubland - Subtropical/Tropical Dry
Campylanthus glaber	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Campylanthus glaber	3.5	Shrubland - Subtropical/Tropical Dry
Campylanthus glaber	3.6	Shrubland - Subtropical/Tropical Moist
Campylanthus glaber	6	Rocky areas (eg. inland cliffs, mountain peaks)
Balaena mysticetus Okhotsk Sea subpopulation	9.1	Marine Neritic - Pelagic
Justicia faulknerae	1.6	Forest - Subtropical/Tropical Moist Lowland
Solanum schenckii	1.9	Forest - Subtropical/Tropical Moist Montane
Abronia deppii	1.9	Forest - Subtropical/Tropical Moist Montane
Impatiens tuberifera	1.6	Forest - Subtropical/Tropical Moist Lowland
Eupholidoptera astyla	3.4	Shrubland - Temperate
Eucalyptus johnsoniana	1.4	Forest - Temperate
Eucalyptus johnsoniana	3.4	Shrubland - Temperate
Eucalyptus johnsoniana	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Geokichla guttata	1.5	Forest - Subtropical/Tropical Dry
Geokichla guttata	1.6	Forest - Subtropical/Tropical Moist Lowland
Geokichla guttata	1.9	Forest - Subtropical/Tropical Moist Montane
Geokichla guttata	3.6	Shrubland - Subtropical/Tropical Moist
Arianta chamaeleon	4.4	Grassland - Temperate
Lynchius nebulanastes	1.9	Forest - Subtropical/Tropical Moist Montane
Sphaerodactylus inaguae	14.4	Artificial/Terrestrial - Rural Gardens
Sphaerodactylus inaguae	14.5	Artificial/Terrestrial - Urban Areas
Sphaerodactylus inaguae	3.5	Shrubland - Subtropical/Tropical Dry
Xenosaurus newmanorum	1.9	Forest - Subtropical/Tropical Moist Montane
Xenosaurus newmanorum	6	Rocky areas (eg. inland cliffs, mountain peaks)
Phelsuma klemmeri	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Phelsuma klemmeri	1.5	Forest - Subtropical/Tropical Dry
Phelsuma klemmeri	1.6	Forest - Subtropical/Tropical Moist Lowland
Acrocephalus sorghophilus	14.1	Artificial/Terrestrial - Arable Land
Acrocephalus sorghophilus	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Scleria richardsiae	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Scleria richardsiae	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Scleria richardsiae	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Scleria richardsiae	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Rodriguesophis scriptorcibatus	3.5	Shrubland - Subtropical/Tropical Dry
Myrcia neoverticillaris	1.6	Forest - Subtropical/Tropical Moist Lowland
Myrcia neoverticillaris	3.5	Shrubland - Subtropical/Tropical Dry
Rhinella cristinae	1.6	Forest - Subtropical/Tropical Moist Lowland
Rhinella cristinae	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cerastium sventenii	1.4	Forest - Temperate
Cerastium sventenii	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Cerastium sventenii	6	Rocky areas (eg. inland cliffs, mountain peaks)
Begonia coursii	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Begonia coursii	6	Rocky areas (eg. inland cliffs, mountain peaks)
Uvaria pandensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Bolitoglossa sooyorum	1.9	Forest - Subtropical/Tropical Moist Montane
Hakea macrorrhyncha	1.4	Forest - Temperate
Hakea macrorrhyncha	6	Rocky areas (eg. inland cliffs, mountain peaks)
Rasboroides vaterifloris	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Neodythemis munyaga	1.6	Forest - Subtropical/Tropical Moist Lowland
Neodythemis munyaga	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Allocebus trichotis	1.6	Forest - Subtropical/Tropical Moist Lowland
Allocebus trichotis	1.9	Forest - Subtropical/Tropical Moist Montane
Lygodactylus ornatus	3.7	Shrubland - Subtropical/Tropical High Altitude
Lygodactylus ornatus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Louisea edeaensis	18	Unknown
Hopea mollissima	1.6	Forest - Subtropical/Tropical Moist Lowland
Gomphidia pearsoni	1.6	Forest - Subtropical/Tropical Moist Lowland
Gomphidia pearsoni	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Nepenthes paniculata	6	Rocky areas (eg. inland cliffs, mountain peaks)
Myonycteris brachycephala	14.3	Artificial/Terrestrial - Plantations
Myonycteris brachycephala	1.6	Forest - Subtropical/Tropical Moist Lowland
Myonycteris brachycephala	1.9	Forest - Subtropical/Tropical Moist Montane
Xeroplexa setubalensis	1.4	Forest - Temperate
Xeroplexa setubalensis	3.4	Shrubland - Temperate
Xeroplexa setubalensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Streptocarpus erubescens	1.9	Forest - Subtropical/Tropical Moist Montane
Streptocarpus erubescens	6	Rocky areas (eg. inland cliffs, mountain peaks)
Labordia lydgatei	1.6	Forest - Subtropical/Tropical Moist Lowland
Labordia lydgatei	1.9	Forest - Subtropical/Tropical Moist Montane
Mimosa ramentacea	1.9	Forest - Subtropical/Tropical Moist Montane
Mimosa ramentacea	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Camellia parviflora	1.6	Forest - Subtropical/Tropical Moist Lowland
Chortopodisma cobellii	3.4	Shrubland - Temperate
Chortopodisma cobellii	4.4	Grassland - Temperate
Coffea togoensis	1.5	Forest - Subtropical/Tropical Dry
Hainanpotamon orientale	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Italohippus albicornis	4.4	Grassland - Temperate
Italohippus albicornis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Pristimantis rhodoplichus	1.9	Forest - Subtropical/Tropical Moist Montane
Pristimantis myops	1.9	Forest - Subtropical/Tropical Moist Montane
Xenopoecilus bonneorum	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Tephrosia angustissima	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Tephrosia angustissima	3.5	Shrubland - Subtropical/Tropical Dry
Begonia furfuracea	1.9	Forest - Subtropical/Tropical Moist Montane
Magnolia pallescens	1.9	Forest - Subtropical/Tropical Moist Montane
Macleania dodsonii	1.6	Forest - Subtropical/Tropical Moist Lowland
Hierophis cypriensis	1.4	Forest - Temperate
Hierophis cypriensis	15.1	Artificial/Aquatic - Water Storage Areas (over 8ha)
Hierophis cypriensis	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Hierophis cypriensis	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Hierophis cypriensis	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Rana muscosa	1.4	Forest - Temperate
Rana muscosa	4.4	Grassland - Temperate
Rana muscosa	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Rana muscosa	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Rana muscosa	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Rana muscosa	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Zonosaurus subunicolor	1.6	Forest - Subtropical/Tropical Moist Lowland
Pseudophilautus mittermeieri	1.6	Forest - Subtropical/Tropical Moist Lowland
Bolitoglossa heiroreias	1.9	Forest - Subtropical/Tropical Moist Montane
Cunonia pseudoverticillata	3.7	Shrubland - Subtropical/Tropical High Altitude
Grevillea intricata	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Mangifera dongnaiensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Emoia lawesi	1.6	Forest - Subtropical/Tropical Moist Lowland
Bursera multifolia	1.5	Forest - Subtropical/Tropical Dry
Cola liberica	1.6	Forest - Subtropical/Tropical Moist Lowland
Damrongia fulva	6	Rocky areas (eg. inland cliffs, mountain peaks)
Boophis jaegeri	14.3	Artificial/Terrestrial - Plantations
Boophis jaegeri	1.6	Forest - Subtropical/Tropical Moist Lowland
Boophis jaegeri	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Hymenostegia robusta	1.6	Forest - Subtropical/Tropical Moist Lowland
Drepanosticta acuta	1.6	Forest - Subtropical/Tropical Moist Lowland
Drepanosticta acuta	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Scutiger muliensis	1.9	Forest - Subtropical/Tropical Moist Montane
Scutiger muliensis	3.7	Shrubland - Subtropical/Tropical High Altitude
Scutiger muliensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Ptychohyla legleri	1.6	Forest - Subtropical/Tropical Moist Lowland
Ptychohyla legleri	1.9	Forest - Subtropical/Tropical Moist Montane
Ptychohyla legleri	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Dactylorhiza maurusia	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Dactylorhiza maurusia	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Dactylorhiza maurusia	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Landolphia uniflora	1.6	Forest - Subtropical/Tropical Moist Lowland
Cophixalus neglectus	1.6	Forest - Subtropical/Tropical Moist Lowland
Cophixalus neglectus	1.9	Forest - Subtropical/Tropical Moist Montane
Glyptothorax anamalaiensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Oncocalamus wrightianus	1.8	Forest - Subtropical/Tropical Swamp
Tessellana nigrosignata	4.4	Grassland - Temperate
Geocharis radicalis	1.6	Forest - Subtropical/Tropical Moist Lowland
Medionidus parvulus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Narcissus alcaracensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Narcissus alcaracensis	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Aprasia litorea	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Aprasia litorea	4.5	Grassland - Subtropical/Tropical Dry
Persea longipes	1.9	Forest - Subtropical/Tropical Moist Montane
Heliotropium perrieri	5.9	Wetlands (inland) - Freshwater Springs and Oases
Wallenia formonensis	1.9	Forest - Subtropical/Tropical Moist Montane
Callimedusa baltea	1.9	Forest - Subtropical/Tropical Moist Montane
Callimedusa baltea	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Boophis arcanus	1.6	Forest - Subtropical/Tropical Moist Lowland
Boophis arcanus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Aloe ambrensis	1.5	Forest - Subtropical/Tropical Dry
Gyraulus trapezoides	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Begonia pulcherrima	1.9	Forest - Subtropical/Tropical Moist Montane
Dactylorhiza atlantica	1.4	Forest - Temperate
Dactylorhiza atlantica	3.4	Shrubland - Temperate
Dactylorhiza atlantica	4.4	Grassland - Temperate
Dactylorhiza atlantica	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Amomum curtisii	1.6	Forest - Subtropical/Tropical Moist Lowland
Lybius leucogaster	1.9	Forest - Subtropical/Tropical Moist Montane
Aloe trinervis	8.1	Desert - Hot
Cheirotonus jambar	1.6	Forest - Subtropical/Tropical Moist Lowland
Oryx beisa	2.1	Savanna - Dry
Oryx beisa	3.5	Shrubland - Subtropical/Tropical Dry
Oryx beisa	4.5	Grassland - Subtropical/Tropical Dry
Oryx beisa	8.1	Desert - Hot
Pulicaria dioscorides	6	Rocky areas (eg. inland cliffs, mountain peaks)
Plebejus vogelii	3.4	Shrubland - Temperate
Plebejus vogelii	6	Rocky areas (eg. inland cliffs, mountain peaks)
Cordylancistrus torbesensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Erythrodiplax ana	3.6	Shrubland - Subtropical/Tropical Moist
Nothobranchius luekei	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Nothobranchius luekei	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Ophrestia unicostata	2.1	Savanna - Dry
Ophrestia unicostata	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Musschia wollastonii	1.6	Forest - Subtropical/Tropical Moist Lowland
Acer kwangnanense	1.9	Forest - Subtropical/Tropical Moist Montane
Gonolobus dorothyanus	1.6	Forest - Subtropical/Tropical Moist Lowland
Grevillea virgata	1.4	Forest - Temperate
Grevillea virgata	2.1	Savanna - Dry
Grevillea virgata	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Pluteus bressollensis	1.4	Forest - Temperate
Vriesea drewii	1.9	Forest - Subtropical/Tropical Moist Montane
Vriesea drewii	3.7	Shrubland - Subtropical/Tropical High Altitude
Asarum nazeanum	1.6	Forest - Subtropical/Tropical Moist Lowland
Amphorella tuberculata	4.4	Grassland - Temperate
Amphorella tuberculata	6	Rocky areas (eg. inland cliffs, mountain peaks)
Nymphoides herzogii	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Asterogyne ramosa	1.9	Forest - Subtropical/Tropical Moist Montane
Pseudavakubia atewaensis	1.9	Forest - Subtropical/Tropical Moist Montane
Camellia longipedicellata	1.6	Forest - Subtropical/Tropical Moist Lowland
Parathelphusa nagasakti	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cordia schatziana	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Cordia schatziana	1.5	Forest - Subtropical/Tropical Dry
Cordia schatziana	1.6	Forest - Subtropical/Tropical Moist Lowland
Cordia schatziana	3.5	Shrubland - Subtropical/Tropical Dry
Cordia schatziana	3.6	Shrubland - Subtropical/Tropical Moist
Cordia schatziana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Terminalia richii	1.6	Forest - Subtropical/Tropical Moist Lowland
Terminalia richii	1.9	Forest - Subtropical/Tropical Moist Montane
Eugenia gatopensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Eugenia gatopensis	3.5	Shrubland - Subtropical/Tropical Dry
Lobelia subpubera	4.7	Grassland - Subtropical/Tropical High Altitude
Trachycystis haygarthi	1.5	Forest - Subtropical/Tropical Dry
Trachycystis haygarthi	1.6	Forest - Subtropical/Tropical Moist Lowland
Dolichos minutiflorus	1.6	Forest - Subtropical/Tropical Moist Lowland
Dolichos minutiflorus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Lysipomia bilineata	4.7	Grassland - Subtropical/Tropical High Altitude
Pseudastur occidentalis	1.5	Forest - Subtropical/Tropical Dry
Pseudastur occidentalis	1.6	Forest - Subtropical/Tropical Moist Lowland
Begonia decaryana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Ochotona iliensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Cheirolophus falcisectus	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Cheirolophus falcisectus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Aulopyge huegelii	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Aulopyge huegelii	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Aulopyge huegelii	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Aulopyge huegelii	5.6	Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)
Oreopanax ruizanus	1.9	Forest - Subtropical/Tropical Moist Montane
Oreopanax ruizanus	4.7	Grassland - Subtropical/Tropical High Altitude
Quercus dumosa	3.5	Shrubland - Subtropical/Tropical Dry
Nothobranchius insularis	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Phalanger alexandrae	1.6	Forest - Subtropical/Tropical Moist Lowland
Margaritifera homsensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Margaritifera homsensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Margaritifera homsensis	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Uvaria dependens	1.6	Forest - Subtropical/Tropical Moist Lowland
Uvaria dependens	1.9	Forest - Subtropical/Tropical Moist Montane
Formicivora grantsaui	3.7	Shrubland - Subtropical/Tropical High Altitude
Beilschmiedia vidalii	1.6	Forest - Subtropical/Tropical Moist Lowland
Senecio subfractiflexus	1.9	Forest - Subtropical/Tropical Moist Montane
Ormocarpopsis itremoensis	3.7	Shrubland - Subtropical/Tropical High Altitude
Ormocarpopsis itremoensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Mutisia lehmannii	1.9	Forest - Subtropical/Tropical Moist Montane
Mutisia lehmannii	3.7	Shrubland - Subtropical/Tropical High Altitude
Pyrus sosnovskyi	1.4	Forest - Temperate
Crocidura orii	1.4	Forest - Temperate
Quercus galeanensis	1.4	Forest - Temperate
Quercus galeanensis	3.5	Shrubland - Subtropical/Tropical Dry
Nectophrynoides vestergaardi	1.9	Forest - Subtropical/Tropical Moist Montane
Chrysocolaptes xanthocephalus	14.1	Artificial/Terrestrial - Arable Land
Chrysocolaptes xanthocephalus	14.3	Artificial/Terrestrial - Plantations
Chrysocolaptes xanthocephalus	1.5	Forest - Subtropical/Tropical Dry
Chrysocolaptes xanthocephalus	1.6	Forest - Subtropical/Tropical Moist Lowland
Chrysocolaptes xanthocephalus	1.9	Forest - Subtropical/Tropical Moist Montane
Chrysocolaptes xanthocephalus	3.6	Shrubland - Subtropical/Tropical Moist
Eremospatha dransfieldii	1.6	Forest - Subtropical/Tropical Moist Lowland
Parodia leninghausii	1.4	Forest - Temperate
Parodia leninghausii	6	Rocky areas (eg. inland cliffs, mountain peaks)
Isopogon ceratophyllus	1.4	Forest - Temperate
Isopogon ceratophyllus	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Pseudochazara amymone	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Chamaeangis vagans	1.6	Forest - Subtropical/Tropical Moist Lowland
Scaphochlamys tenuis	1.6	Forest - Subtropical/Tropical Moist Lowland
Rhinocypha hageni	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Isoetes tenuissima	15.3	Artificial/Aquatic - Aquaculture Ponds
Isoetes tenuissima	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Isoetes tenuissima	5.6	Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)
Isoetes tenuissima	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Isoetes tenuissima	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Circus macrosceles	13.5	Marine Coastal/Supratidal - Coastal Freshwater Lakes
Circus macrosceles	14.1	Artificial/Terrestrial - Arable Land
Circus macrosceles	4.5	Grassland - Subtropical/Tropical Dry
Circus macrosceles	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Circus macrosceles	4.7	Grassland - Subtropical/Tropical High Altitude
Circus macrosceles	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Circus macrosceles	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Hylobates pileatus	1.5	Forest - Subtropical/Tropical Dry
Hylobates pileatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Hylobates pileatus	1.9	Forest - Subtropical/Tropical Moist Montane
Sakoanala madagascariensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Lucifuga lucayana	13.2	Marine Coastal/supratidal - Coastal Caves/Karst
Lucifuga lucayana	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Oxera balansae	1.5	Forest - Subtropical/Tropical Dry
Saurauia linusii	1.6	Forest - Subtropical/Tropical Moist Lowland
Matisia coloradorum	1.6	Forest - Subtropical/Tropical Moist Lowland
Matisia coloradorum	1.9	Forest - Subtropical/Tropical Moist Montane
Euchrepomis sharpei	14.3	Artificial/Terrestrial - Plantations
Euchrepomis sharpei	1.6	Forest - Subtropical/Tropical Moist Lowland
Euchrepomis sharpei	1.9	Forest - Subtropical/Tropical Moist Montane
Uebelmannia pectinifera	2.1	Savanna - Dry
Uebelmannia pectinifera	6	Rocky areas (eg. inland cliffs, mountain peaks)
Vachellia allenii	1.6	Forest - Subtropical/Tropical Moist Lowland
Pycnandra longipetiolata	3.6	Shrubland - Subtropical/Tropical Moist
Coenagriocnemis rufipes	1.6	Forest - Subtropical/Tropical Moist Lowland
Coenagriocnemis rufipes	1.9	Forest - Subtropical/Tropical Moist Montane
Coenagriocnemis rufipes	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Bithynia zeta	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Caudalejeunea grolleana	1.5	Forest - Subtropical/Tropical Dry
Conus hybridus	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Miconia pailasana	1.9	Forest - Subtropical/Tropical Moist Montane
Orthodontopsis bardunovii	1.4	Forest - Temperate
Drepananthus crassipetalus	1.6	Forest - Subtropical/Tropical Moist Lowland
Drepananthus crassipetalus	1.9	Forest - Subtropical/Tropical Moist Montane
Krapfia gigas	6	Rocky areas (eg. inland cliffs, mountain peaks)
Dasycrotapha speciosa	1.6	Forest - Subtropical/Tropical Moist Lowland
Hyperolius ademetzi	2.2	Savanna - Moist
Hyperolius ademetzi	3.7	Shrubland - Subtropical/Tropical High Altitude
Hyperolius ademetzi	4.7	Grassland - Subtropical/Tropical High Altitude
Hyperolius ademetzi	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Hyperolius ademetzi	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Hyperolius ademetzi	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Hyperolius ademetzi	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Conus crotchii	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Conus crotchii	9.4	Marine Neritic - Subtidal Sandy
Sphaerodactylus dimorphicus	1.5	Forest - Subtropical/Tropical Dry
Megaptera novaeangliae Arabian Sea subpopulation	10.1	Marine Oceanic - Epipelagic (0-200m)
Megaptera novaeangliae Arabian Sea subpopulation	9.1	Marine Neritic - Pelagic
Solenanthus albanicus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Eremolaena darainensis	1.5	Forest - Subtropical/Tropical Dry
Rhombophryne tany	1.9	Forest - Subtropical/Tropical Moist Montane
Pseudophoxinus crassus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pseudophoxinus crassus	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Pseudophoxinus crassus	5.9	Wetlands (inland) - Freshwater Springs and Oases
Dendropsophus gryllatus	14.3	Artificial/Terrestrial - Plantations
Dendropsophus gryllatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Dendropsophus gryllatus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Scaphirhynchus albus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Aloe viguieri	3.5	Shrubland - Subtropical/Tropical Dry
Aloe viguieri	6	Rocky areas (eg. inland cliffs, mountain peaks)
Euphorbia angustiflora	4.5	Grassland - Subtropical/Tropical Dry
Rhinolophus kahuzi	1.9	Forest - Subtropical/Tropical Moist Montane
Rhinolophus kahuzi	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Boucardicus esetrae	1.5	Forest - Subtropical/Tropical Dry
Cuora mouhotii	1.6	Forest - Subtropical/Tropical Moist Lowland
Cuora mouhotii	1.9	Forest - Subtropical/Tropical Moist Montane
Cuora mouhotii	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Cobitis evreni	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Eleutherodactylus diplasius	14.3	Artificial/Terrestrial - Plantations
Eleutherodactylus diplasius	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus diplasius	1.9	Forest - Subtropical/Tropical Moist Montane
Phyllodactylus hispaniolae	1.5	Forest - Subtropical/Tropical Dry
Phyllodactylus hispaniolae	6	Rocky areas (eg. inland cliffs, mountain peaks)
Albizia perrieri	1.6	Forest - Subtropical/Tropical Moist Lowland
Magnolia boliviana	1.6	Forest - Subtropical/Tropical Moist Lowland
Magnolia boliviana	1.9	Forest - Subtropical/Tropical Moist Montane
Babyrousa togeanensis	12.2	Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc
Babyrousa togeanensis	14.4	Artificial/Terrestrial - Rural Gardens
Babyrousa togeanensis	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Babyrousa togeanensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Babyrousa togeanensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Babyrousa togeanensis	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Babyrousa togeanensis	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Babyrousa togeanensis	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Anthurium splendidum	1.6	Forest - Subtropical/Tropical Moist Lowland
Anthurium splendidum	1.9	Forest - Subtropical/Tropical Moist Montane
Eugenia analamerensis	1.5	Forest - Subtropical/Tropical Dry
Pristimantis glandulosus	1.9	Forest - Subtropical/Tropical Moist Montane
Pristimantis glandulosus	4.7	Grassland - Subtropical/Tropical High Altitude
Vriesea petraea	3.7	Shrubland - Subtropical/Tropical High Altitude
Vriesea petraea	4.7	Grassland - Subtropical/Tropical High Altitude
Eragrostis stolonifera	1.9	Forest - Subtropical/Tropical Moist Montane
