species	code	habitat
Eragrostis stolonifera	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Eragrostis stolonifera	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Abies guatemalensis	1.9	Forest - Subtropical/Tropical Moist Montane
Pseudicius seychellensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Aquilaria microcarpa	1.6	Forest - Subtropical/Tropical Moist Lowland
Praxelis porophylloides	2.1	Savanna - Dry
Praxelis porophylloides	6	Rocky areas (eg. inland cliffs, mountain peaks)
Suncus zeylanicus	1.6	Forest - Subtropical/Tropical Moist Lowland
Croton cordatulus	1.6	Forest - Subtropical/Tropical Moist Lowland
Croton cordatulus	3.5	Shrubland - Subtropical/Tropical Dry
Echinopsis oligotricha	1.5	Forest - Subtropical/Tropical Dry
Echinopsis oligotricha	3.5	Shrubland - Subtropical/Tropical Dry
Pearcea intermedia	1.9	Forest - Subtropical/Tropical Moist Montane
Vangueria domatiosa	2.2	Savanna - Moist
Vangueria domatiosa	3.5	Shrubland - Subtropical/Tropical Dry
Vangueria domatiosa	3.6	Shrubland - Subtropical/Tropical Moist
Orconectes jeffersoni	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Diospyros onanae	1.6	Forest - Subtropical/Tropical Moist Lowland
Ceratostema lanigerum	1.6	Forest - Subtropical/Tropical Moist Lowland
Ceratostema lanigerum	1.9	Forest - Subtropical/Tropical Moist Montane
Samoa sechellana	1.6	Forest - Subtropical/Tropical Moist Lowland
Platymantis spelaeus	1.5	Forest - Subtropical/Tropical Dry
Platymantis spelaeus	1.6	Forest - Subtropical/Tropical Moist Lowland
Platymantis spelaeus	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Platymantis spelaeus	7.2	Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats
Trillium lancifolium	1.4	Forest - Temperate
Microcebus jollyae	1.6	Forest - Subtropical/Tropical Moist Lowland
Gephyromantis corvus	1.5	Forest - Subtropical/Tropical Dry
Gephyromantis corvus	4.5	Grassland - Subtropical/Tropical Dry
Gephyromantis corvus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Gephyromantis corvus	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Charpentieria nobilis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Moschus fuscus	1.4	Forest - Temperate
Moschus fuscus	1.9	Forest - Subtropical/Tropical Moist Montane
Moschus fuscus	3.4	Shrubland - Temperate
Moschus fuscus	3.7	Shrubland - Subtropical/Tropical High Altitude
Moschus fuscus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Magnolia xanthantha	1.9	Forest - Subtropical/Tropical Moist Montane
Tylototriton hainanensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Tylototriton hainanensis	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Tylototriton hainanensis	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Barbatula tschaiyssuensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Bulimulus rugulosus	3.5	Shrubland - Subtropical/Tropical Dry
Matelea chimboracensis	1.9	Forest - Subtropical/Tropical Moist Montane
Austropotamobius pallipes	15.1	Artificial/Aquatic - Water Storage Areas (over 8ha)
Austropotamobius pallipes	15.9	Artificial/Aquatic - Canals and Drainage Channels, Ditches
Austropotamobius pallipes	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Austropotamobius pallipes	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Austropotamobius pallipes	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Eriosema betsileense	4.7	Grassland - Subtropical/Tropical High Altitude
Cercocebus sanjei	1.6	Forest - Subtropical/Tropical Moist Lowland
Cynops orphicus	14.4	Artificial/Terrestrial - Rural Gardens
Cynops orphicus	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Cynops orphicus	15.2	Artificial/Aquatic - Ponds (below 8ha)
Cynops orphicus	1.6	Forest - Subtropical/Tropical Moist Lowland
Cynops orphicus	1.9	Forest - Subtropical/Tropical Moist Montane
Cynops orphicus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cynops orphicus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Cynops orphicus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Echinodium setigerum	1.4	Forest - Temperate
Echinodium setigerum	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Xanthosoma tarapotense	1.6	Forest - Subtropical/Tropical Moist Lowland
Xanthosoma tarapotense	1.9	Forest - Subtropical/Tropical Moist Montane
Drouetius oceanicus	1.4	Forest - Temperate
Drouetius oceanicus	14.2	Artificial/Terrestrial - Pastureland
Drouetius oceanicus	16	Introduced vegetation
Drouetius oceanicus	3.4	Shrubland - Temperate
Drouetius oceanicus	5.16	Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools
Telosticta gading	1.6	Forest - Subtropical/Tropical Moist Lowland
Telosticta gading	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Procambarus lylei	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Phibalura boliviana	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Phibalura boliviana	1.9	Forest - Subtropical/Tropical Moist Montane
Phibalura boliviana	2.2	Savanna - Moist
Raja undulata	10.1	Marine Oceanic - Epipelagic (0-200m)
Raja undulata	13.4	Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes
Raja undulata	9.1	Marine Neritic - Pelagic
Raja undulata	9.10	Marine Neritic - Estuaries
Raja undulata	9.4	Marine Neritic - Subtidal Sandy
Raja undulata	9.5	Marine Neritic - Subtidal Sandy-Mud
Raja undulata	9.6	Marine Neritic - Subtidal Muddy
Bolitoglossa nigrescens	1.9	Forest - Subtropical/Tropical Moist Montane
Acianthera variegata	1.9	Forest - Subtropical/Tropical Moist Montane
Teinobasis hamalaineni	1.6	Forest - Subtropical/Tropical Moist Lowland
Teinobasis hamalaineni	1.9	Forest - Subtropical/Tropical Moist Montane
Teinobasis hamalaineni	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Suncus mertensi	1.9	Forest - Subtropical/Tropical Moist Montane
Incilius cavifrons	1.6	Forest - Subtropical/Tropical Moist Lowland
Incilius cavifrons	1.9	Forest - Subtropical/Tropical Moist Montane
Incilius cavifrons	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Paramyxine taiwanae	11.1	Marine Deep Benthic - Continental Slope/Bathyl Zone (200-4,000m)
Paramyxine taiwanae	11.1.2	Soft Substrate
Paramyxine taiwanae	9.5	Marine Neritic - Subtidal Sandy-Mud
Paramyxine taiwanae	9.6	Marine Neritic - Subtidal Muddy
Sicyopus jonklaasi	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Orthosiphon discolor	5.9	Wetlands (inland) - Freshwater Springs and Oases
Breonia tsaratananensis	1.9	Forest - Subtropical/Tropical Moist Montane
Schismatorhynchos nukta	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Schismatorhynchos nukta	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Procambarus cometes	1.4	Forest - Temperate
Procambarus cometes	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Phrynopus horstpauli	1.9	Forest - Subtropical/Tropical Moist Montane
Phrynopus horstpauli	3.7	Shrubland - Subtropical/Tropical High Altitude
Mouriri regeliana	1.6	Forest - Subtropical/Tropical Moist Lowland
Wettinia minima	1.9	Forest - Subtropical/Tropical Moist Montane
Turraea kimbozensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Rhaebo caeruleostictus	1.6	Forest - Subtropical/Tropical Moist Lowland
Rhaebo caeruleostictus	1.9	Forest - Subtropical/Tropical Moist Montane
Rhaebo caeruleostictus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Ectopoglossus confusus	1.9	Forest - Subtropical/Tropical Moist Montane
Ectopoglossus confusus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Ectopoglossus confusus	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Macaca siberu	1.6	Forest - Subtropical/Tropical Moist Lowland
Macaca siberu	1.7	Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level
Macaca siberu	1.8	Forest - Subtropical/Tropical Swamp
Cyprinodon radiosus	15.2	Artificial/Aquatic - Ponds (below 8ha)
Cyprinodon radiosus	15.9	Artificial/Aquatic - Canals and Drainage Channels, Ditches
Cyprinodon radiosus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cyprinodon radiosus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Leucostethus ramirezi	14.2	Artificial/Terrestrial - Pastureland
Leucostethus ramirezi	1.9	Forest - Subtropical/Tropical Moist Montane
Leucostethus ramirezi	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Leucostethus ramirezi	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Eucalyptus splendens	1.4	Forest - Temperate
Dioon sonorense	1.5	Forest - Subtropical/Tropical Dry
Dioon sonorense	8.2	Desert - Temperate
Miniopterus fuscus	1.4	Forest - Temperate
Miniopterus fuscus	15.5	Artificial/Aquatic - Excavations (open)
Miniopterus fuscus	1.6	Forest - Subtropical/Tropical Moist Lowland
Miniopterus fuscus	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Miniopterus fuscus	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Dichapetalum rufum	1.6	Forest - Subtropical/Tropical Moist Lowland
Laniellus langbianis	1.9	Forest - Subtropical/Tropical Moist Montane
Zingiber vinosum	1.6	Forest - Subtropical/Tropical Moist Lowland
Syzygium parvulum	1.9	Forest - Subtropical/Tropical Moist Montane
Asparagus usambarensis	1.9	Forest - Subtropical/Tropical Moist Montane
Asparagus usambarensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Orestias gymnota	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Orestias gymnota	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Orestias gymnota	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Geostachys penangensis	1.9	Forest - Subtropical/Tropical Moist Montane
Pichonia lecomtei	3.5	Shrubland - Subtropical/Tropical Dry
Mastacembelus oatesii	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Mastacembelus oatesii	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Tillandsia polyantha	1.9	Forest - Subtropical/Tropical Moist Montane
Tillandsia polyantha	3.7	Shrubland - Subtropical/Tropical High Altitude
Impatiens pilosissima	1.9	Forest - Subtropical/Tropical Moist Montane
Leptonychia subtomentosa	1.5	Forest - Subtropical/Tropical Dry
Leptonychia subtomentosa	1.6	Forest - Subtropical/Tropical Moist Lowland
Leptonychia subtomentosa	1.9	Forest - Subtropical/Tropical Moist Montane
Sphingonotus rugosus	8.2	Desert - Temperate
Remya kauaiensis	1.5	Forest - Subtropical/Tropical Dry
Remya kauaiensis	1.9	Forest - Subtropical/Tropical Moist Montane
Gila seminuda	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Amphilophus lyonsi	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cyclura lewisi	12.2	Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc
Cyclura lewisi	14.1	Artificial/Terrestrial - Arable Land
Cyclura lewisi	14.2	Artificial/Terrestrial - Pastureland
Cyclura lewisi	14.3	Artificial/Terrestrial - Plantations
Cyclura lewisi	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Cyclura lewisi	1.5	Forest - Subtropical/Tropical Dry
Cyclura lewisi	3.5	Shrubland - Subtropical/Tropical Dry
Basileuterus griseiceps	1.9	Forest - Subtropical/Tropical Moist Montane
Nothobranchius milvertzi	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Nothobranchius milvertzi	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Diplostephium ramiglabrum	1.9	Forest - Subtropical/Tropical Moist Montane
Cnemathraupis aureodorsalis	1.9	Forest - Subtropical/Tropical Moist Montane
Cnemathraupis aureodorsalis	3.7	Shrubland - Subtropical/Tropical High Altitude
Nesaea aurita	2.2	Savanna - Moist
Nesaea aurita	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Araucaria araucana	1.4	Forest - Temperate
Epigomphus verticicornis	1.6	Forest - Subtropical/Tropical Moist Lowland
Epigomphus verticicornis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Scaphochlamys lanceolata	1.6	Forest - Subtropical/Tropical Moist Lowland
Verbascum cystolithicum	3.5	Shrubland - Subtropical/Tropical Dry
Verbascum cystolithicum	3.6	Shrubland - Subtropical/Tropical Moist
Codia triverticillata	3.5	Shrubland - Subtropical/Tropical Dry
Codia triverticillata	3.7	Shrubland - Subtropical/Tropical High Altitude
Ophisaurus ceroni	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Cycloderma frenatum	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cycloderma frenatum	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Microlepia fadenii	1.9	Forest - Subtropical/Tropical Moist Montane
Emoia campbelli	1.6	Forest - Subtropical/Tropical Moist Lowland
Emoia campbelli	1.9	Forest - Subtropical/Tropical Moist Montane
Zingiber album	1.6	Forest - Subtropical/Tropical Moist Lowland
Cinnamomum lucens	1.6	Forest - Subtropical/Tropical Moist Lowland
Rhinolophus ziama	1.6	Forest - Subtropical/Tropical Moist Lowland
Rhinolophus ziama	1.9	Forest - Subtropical/Tropical Moist Montane
Rhinolophus ziama	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Rhinolophus ziama	7.2	Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats
Boophis feonnyala	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Boophis feonnyala	15.1	Artificial/Aquatic - Water Storage Areas (over 8ha)
Boophis feonnyala	1.6	Forest - Subtropical/Tropical Moist Lowland
Boophis feonnyala	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Boophis feonnyala	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Presbytis sabana	14.3	Artificial/Terrestrial - Plantations
Presbytis sabana	1.6	Forest - Subtropical/Tropical Moist Lowland
Presbytis sabana	1.9	Forest - Subtropical/Tropical Moist Montane
Brephulopsis subulata	1.4	Forest - Temperate
Brephulopsis subulata	4.4	Grassland - Temperate
Ducula galeata	14.3	Artificial/Terrestrial - Plantations
Ducula galeata	1.6	Forest - Subtropical/Tropical Moist Lowland
Ducula galeata	1.9	Forest - Subtropical/Tropical Moist Montane
Neohylomys hainanensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Neohylomys hainanensis	7.2	Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats
Puya fosteriana	4.7	Grassland - Subtropical/Tropical High Altitude
Leptobrachium boringii	1.4	Forest - Temperate
Leptobrachium boringii	14.1	Artificial/Terrestrial - Arable Land
Leptobrachium boringii	4.4	Grassland - Temperate
Leptobrachium boringii	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Gladiolus chevalierianus	4.7	Grassland - Subtropical/Tropical High Altitude
Dypsis turkii	1.6	Forest - Subtropical/Tropical Moist Lowland
Dypsis turkii	1.9	Forest - Subtropical/Tropical Moist Montane
Sarcohyla cyclada	1.4	Forest - Temperate
Sarcohyla cyclada	1.9	Forest - Subtropical/Tropical Moist Montane
Sarcohyla cyclada	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Acanthoxia aculeus	1.9	Forest - Subtropical/Tropical Moist Montane
Acanthoxia aculeus	2.2	Savanna - Moist
Dendropanax selleanus	1.9	Forest - Subtropical/Tropical Moist Montane
Humbertacalia racemosa	1.6	Forest - Subtropical/Tropical Moist Lowland
Humbertacalia racemosa	17	Other
Humbertacalia racemosa	1.9	Forest - Subtropical/Tropical Moist Montane
Cheirodendron fauriei	1.5	Forest - Subtropical/Tropical Dry
Cheirodendron fauriei	1.6	Forest - Subtropical/Tropical Moist Lowland
Cheirodendron fauriei	1.9	Forest - Subtropical/Tropical Moist Montane
Amphilophus margaritifer	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Craugastor azueroensis	1.5	Forest - Subtropical/Tropical Dry
Craugastor azueroensis	1.9	Forest - Subtropical/Tropical Moist Montane
Craugastor azueroensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Aloe bella	3.5	Shrubland - Subtropical/Tropical Dry
Yucca queretaroensis	3.5	Shrubland - Subtropical/Tropical Dry
Diospyros bezofensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Diospyros bezofensis	3.6	Shrubland - Subtropical/Tropical Moist
Diospyros bezofensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Rhainopomma wapugu	1.6	Forest - Subtropical/Tropical Moist Lowland
Isotomus jarmilae	1.4	Forest - Temperate
Jatropha riojae	1.5	Forest - Subtropical/Tropical Dry
Jatropha riojae	3.5	Shrubland - Subtropical/Tropical Dry
Xysmalobium samoritourei	4.5	Grassland - Subtropical/Tropical Dry
Marcgravia grandifolia	1.6	Forest - Subtropical/Tropical Moist Lowland
Micronychia bemangidiensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Hakea rugosa	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Hakea rugosa	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Bulbophyllum zaratananae	1.6	Forest - Subtropical/Tropical Moist Lowland
Bulbophyllum zaratananae	1.9	Forest - Subtropical/Tropical Moist Montane
Bulbophyllum zaratananae	3.7	Shrubland - Subtropical/Tropical High Altitude
Korthalsella taenioides	1.6	Forest - Subtropical/Tropical Moist Lowland
Tetradenia clementiana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Melomys fraterculus	1.9	Forest - Subtropical/Tropical Moist Montane
Sorbus fischeri	1.4	Forest - Temperate
Sorbus fischeri	14.2	Artificial/Terrestrial - Pastureland
Eudarcia atlantica	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Eudarcia atlantica	6	Rocky areas (eg. inland cliffs, mountain peaks)
Homoeodera coriacea	4.4	Grassland - Temperate
Homoeodera coriacea	8.2	Desert - Temperate
Liophidium mayottensis	14.3	Artificial/Terrestrial - Plantations
Liophidium mayottensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Ariocarpus agavoides	3.5	Shrubland - Subtropical/Tropical Dry
Gasteranthus tenellus	1.6	Forest - Subtropical/Tropical Moist Lowland
Gasteranthus tenellus	1.9	Forest - Subtropical/Tropical Moist Montane
Ischnura ezoin	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Ischnura ezoin	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Ischnura ezoin	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Tylototriton dabienicus	1.6	Forest - Subtropical/Tropical Moist Lowland
Tylototriton dabienicus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Nepeta alaghezi	4.4	Grassland - Temperate
Nepeta alaghezi	6	Rocky areas (eg. inland cliffs, mountain peaks)
Allobates kingsburyi	1.9	Forest - Subtropical/Tropical Moist Montane
Allobates kingsburyi	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Gynura colorata	1.6	Forest - Subtropical/Tropical Moist Lowland
Gynura colorata	6	Rocky areas (eg. inland cliffs, mountain peaks)
Dioscorea irodensis	1.5	Forest - Subtropical/Tropical Dry
Dioscorea irodensis	3.5	Shrubland - Subtropical/Tropical Dry
Elatostema subfavosum	1.9	Forest - Subtropical/Tropical Moist Montane
Elatostema subfavosum	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Vepris renieri	1.9	Forest - Subtropical/Tropical Moist Montane
Millardia kondana	1.5	Forest - Subtropical/Tropical Dry
Millardia kondana	3.5	Shrubland - Subtropical/Tropical Dry
Millardia kondana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Hypselobarbus periyarensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Hypselobarbus periyarensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Pseudophoxinus egridiri	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pseudophoxinus egridiri	5.9	Wetlands (inland) - Freshwater Springs and Oases
Acrocephalus aequinoctialis	3.6	Shrubland - Subtropical/Tropical Moist
Gaertnera littoralis	1.6	Forest - Subtropical/Tropical Moist Lowland
Nothofagus alessandrii	1.4	Forest - Temperate
Clethra purpusii	1.4	Forest - Temperate
Clethra purpusii	1.6	Forest - Subtropical/Tropical Moist Lowland
Clethra purpusii	1.9	Forest - Subtropical/Tropical Moist Montane
Geronticus eremita	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Geronticus eremita	14.1	Artificial/Terrestrial - Arable Land
Geronticus eremita	14.2	Artificial/Terrestrial - Pastureland
Geronticus eremita	3.5	Shrubland - Subtropical/Tropical Dry
Geronticus eremita	4.7	Grassland - Subtropical/Tropical High Altitude
Geronticus eremita	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Geronticus eremita	6	Rocky areas (eg. inland cliffs, mountain peaks)
Geronticus eremita	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Ropalopus ungaricus	1.4	Forest - Temperate
Ropalopus ungaricus	17	Other
Colchicum mirzoevae	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Colchicum mirzoevae	4.4	Grassland - Temperate
Colchicum mirzoevae	6	Rocky areas (eg. inland cliffs, mountain peaks)
Hyloscirtus staufferorum	1.9	Forest - Subtropical/Tropical Moist Montane
Hyloscirtus staufferorum	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Eopleurozia simplicissima	1.5	Forest - Subtropical/Tropical Dry
Adenanthos macropodianus	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Tehuana lamothei	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Weberocereus imitans	1.6	Forest - Subtropical/Tropical Moist Lowland
Cymbidiella pardalina	1.9	Forest - Subtropical/Tropical Moist Montane
Mesamphiagrion santainense	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Englerophytum rwandense	1.9	Forest - Subtropical/Tropical Moist Montane
Bulbophyllum luciphilum	1.6	Forest - Subtropical/Tropical Moist Lowland
Bulbophyllum luciphilum	1.9	Forest - Subtropical/Tropical Moist Montane
Myrcia macaca	2.2	Savanna - Moist
Cola mayimbensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Diplacina paragua	1.6	Forest - Subtropical/Tropical Moist Lowland
Diplacina paragua	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Fejervarya nilagirica	14.1	Artificial/Terrestrial - Arable Land
Fejervarya nilagirica	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Fejervarya nilagirica	15.2	Artificial/Aquatic - Ponds (below 8ha)
Fejervarya nilagirica	1.6	Forest - Subtropical/Tropical Moist Lowland
Fejervarya nilagirica	1.9	Forest - Subtropical/Tropical Moist Montane
Fejervarya nilagirica	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Fejervarya nilagirica	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Fundulopanchax fallax	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Fundulopanchax fallax	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Fundulopanchax fallax	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Craugastor montanus	1.4	Forest - Temperate
Craugastor montanus	1.6	Forest - Subtropical/Tropical Moist Lowland
Craugastor montanus	1.9	Forest - Subtropical/Tropical Moist Montane
Percina aurora	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Brachyotum ecuadorense	3.7	Shrubland - Subtropical/Tropical High Altitude
Aniba pilosa	1.9	Forest - Subtropical/Tropical Moist Montane
Rasboroides pallidus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Xylopia dielsii	1.6	Forest - Subtropical/Tropical Moist Lowland
Nomorhamphus celebensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Nomorhamphus celebensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Polyscias pachypedicellata	1.6	Forest - Subtropical/Tropical Moist Lowland
Polyscias pachypedicellata	6	Rocky areas (eg. inland cliffs, mountain peaks)
Lorostemon coelhoi	3.6	Shrubland - Subtropical/Tropical Moist
Keetia koritschoneri	1.5	Forest - Subtropical/Tropical Dry
Asthenes perijana	1.9	Forest - Subtropical/Tropical Moist Montane
Asthenes perijana	3.7	Shrubland - Subtropical/Tropical High Altitude
Asthenes perijana	4.7	Grassland - Subtropical/Tropical High Altitude
Crambe armena	17	Other
Euphorbia erythroxyloides	1.6	Forest - Subtropical/Tropical Moist Lowland
Euphorbia erythroxyloides	1.9	Forest - Subtropical/Tropical Moist Montane
Impatiens letouzeyi	1.9	Forest - Subtropical/Tropical Moist Montane
Impatiens letouzeyi	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Lupinus nubigenus	4.7	Grassland - Subtropical/Tropical High Altitude
Coussarea mexicana	1.6	Forest - Subtropical/Tropical Moist Lowland
Nanorana medogensis	1.9	Forest - Subtropical/Tropical Moist Montane
Nanorana medogensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cribroheros rhytisma	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Odorrana narina	1.6	Forest - Subtropical/Tropical Moist Lowland
Odorrana narina	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Magnolia sirindhorniae	1.6	Forest - Subtropical/Tropical Moist Lowland
Magnolia sirindhorniae	1.8	Forest - Subtropical/Tropical Swamp
Laniarius brauni	1.6	Forest - Subtropical/Tropical Moist Lowland
Dipterocarpus grandiflorus	1.6	Forest - Subtropical/Tropical Moist Lowland
Gephyromantis klemmeri	1.6	Forest - Subtropical/Tropical Moist Lowland
Ammobates melectoides	14.2	Artificial/Terrestrial - Pastureland
Ammobates melectoides	3.5	Shrubland - Subtropical/Tropical Dry
