species	code	habitat
Acropora willisae	9.8	Marine Neritic - Coral Reef
Acropora willisae	9.8.3	Foreslope (Outer Reef Slope)
Acropora willisae	9.8.4	Lagoon
Gaertnera cardiocarpa	1.6	Forest - Subtropical/Tropical Moist Lowland
Orconectes quadruncus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Grevillea candicans	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Ixora masoalensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Centaurea niederi	6	Rocky areas (eg. inland cliffs, mountain peaks)
Nesogordonia stylosa	1.5	Forest - Subtropical/Tropical Dry
Nesogordonia stylosa	1.9	Forest - Subtropical/Tropical Moist Montane
Lanistes grasseti	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Lanistes grasseti	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Lanistes grasseti	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Lanistes grasseti	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Lanistes grasseti	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Pinus tropicalis	2.1	Savanna - Dry
Eriocaulon kolhapurense	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Platysaurus imperator	2.2	Savanna - Moist
Gymnopanella nothofagi	1.4	Forest - Temperate
Colobus angolensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Colobus angolensis	1.9	Forest - Subtropical/Tropical Moist Montane
Lacertoides pardalis	1.6	Forest - Subtropical/Tropical Moist Lowland
Lacertoides pardalis	3.6	Shrubland - Subtropical/Tropical Moist
Zingiber petiolatum	1.6	Forest - Subtropical/Tropical Moist Lowland
Strychnos gnetifolia	1.6	Forest - Subtropical/Tropical Moist Lowland
Acropora hoeksemai	9.8	Marine Neritic - Coral Reef
Acropora hoeksemai	9.8.3	Foreslope (Outer Reef Slope)
Pocillopora inflata	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Pocillopora inflata	9.8	Marine Neritic - Coral Reef
Canariothamnus hermosae	6	Rocky areas (eg. inland cliffs, mountain peaks)
Moitessieria nezi	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Arion iratii	1.4	Forest - Temperate
Chaenopsis schmitti	9.3	Marine Neritic - Subtidal Loose Rock/pebble/gravel
Chaenopsis schmitti	9.4	Marine Neritic - Subtidal Sandy
Chaenopsis schmitti	9.8	Marine Neritic - Coral Reef
Chaenopsis schmitti	9.8.5	Inter-Reef Soft Substrate
Chaenopsis schmitti	9.8.6	Inter-Reef Rubble Substrate
Callorhinus ursinus	10.1	Marine Oceanic - Epipelagic (0-200m)
Callorhinus ursinus	12.1	Marine Intertidal - Rocky Shoreline
Callorhinus ursinus	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Callorhinus ursinus	9.1	Marine Neritic - Pelagic
Leucas penduliflora	3.5	Shrubland - Subtropical/Tropical Dry
Dryophiops philippina	14.4	Artificial/Terrestrial - Rural Gardens
Dryophiops philippina	1.6	Forest - Subtropical/Tropical Moist Lowland
Guzmania harlingii	1.6	Forest - Subtropical/Tropical Moist Lowland
Guzmania harlingii	1.9	Forest - Subtropical/Tropical Moist Montane
Sciades parkeri	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Sciades parkeri	9.10	Marine Neritic - Estuaries
Sciades parkeri	9.5	Marine Neritic - Subtidal Sandy-Mud
Sciades parkeri	9.6	Marine Neritic - Subtidal Muddy
Campanula dzyschrica	6	Rocky areas (eg. inland cliffs, mountain peaks)
Polystachya nyanzensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Polystachya nyanzensis	1.9	Forest - Subtropical/Tropical Moist Montane
Liparis longicaulis	1.5	Forest - Subtropical/Tropical Dry
Liparis longicaulis	1.9	Forest - Subtropical/Tropical Moist Montane
Centropogon fimbriatulus	1.9	Forest - Subtropical/Tropical Moist Montane
Amphisbaena innocens	14.1	Artificial/Terrestrial - Arable Land
Amphisbaena innocens	14.4	Artificial/Terrestrial - Rural Gardens
Amphisbaena innocens	1.5	Forest - Subtropical/Tropical Dry
Thymelaea velutina	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Thymelaea velutina	3.4	Shrubland - Temperate
Teleogramma gracile	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Teleogramma gracile	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Teleogramma gracile	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Teleogramma gracile	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Wallagonia maculatus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Costularia pantopoda	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Costularia pantopoda	6	Rocky areas (eg. inland cliffs, mountain peaks)
Nesaea pedicellata	14.1	Artificial/Terrestrial - Arable Land
Nesaea pedicellata	1.6	Forest - Subtropical/Tropical Moist Lowland
Nesaea pedicellata	2.2	Savanna - Moist
Nesaea pedicellata	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Nesaea pedicellata	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Phyllocycla vesta	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Bulbophyllum psilorhopalon	1.6	Forest - Subtropical/Tropical Moist Lowland
Tabernaemontana hallei	1.6	Forest - Subtropical/Tropical Moist Lowland
Anolis longiceps	1.5	Forest - Subtropical/Tropical Dry
Anolis longiceps	2.1	Savanna - Dry
Anolis longiceps	3.5	Shrubland - Subtropical/Tropical Dry
Anolis longiceps	4.5	Grassland - Subtropical/Tropical Dry
Chisocheton novobritannicus	1.6	Forest - Subtropical/Tropical Moist Lowland
Pseudamnicola gasulli	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pseudamnicola gasulli	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Deinbollia maxima	1.6	Forest - Subtropical/Tropical Moist Lowland
Cyperus rheophytorum	1.9	Forest - Subtropical/Tropical Moist Montane
Anthurium nemorale	1.9	Forest - Subtropical/Tropical Moist Montane
Discocactus bahiensis	3.5	Shrubland - Subtropical/Tropical Dry
Discocactus bahiensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Cylindropuntia anteojoensis	3.5	Shrubland - Subtropical/Tropical Dry
Nesospiza questi	3.4	Shrubland - Temperate
Nesospiza questi	4.3	Grassland - Subantarctic
Austrogomphus angelorum	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Poecilimon istanbul	18	Unknown
Aceros nipalensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Aceros nipalensis	1.9	Forest - Subtropical/Tropical Moist Montane
Touchardia latifolia	1.6	Forest - Subtropical/Tropical Moist Lowland
Touchardia latifolia	1.9	Forest - Subtropical/Tropical Moist Montane
Nothobranchius kardashevi	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Nothobranchius kardashevi	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Ranunculus kykkoensis	1.4	Forest - Temperate
Ranunculus kykkoensis	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Ranunculus kykkoensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Kryptopterus piperatus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Kryptopterus piperatus	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Celeus obrieni	2.1	Savanna - Dry
Celeus obrieni	3.5	Shrubland - Subtropical/Tropical Dry
Gobiesox mexicanus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Canarium compressum	1.6	Forest - Subtropical/Tropical Moist Lowland
Canarium compressum	6	Rocky areas (eg. inland cliffs, mountain peaks)
Placodiscus opacus	1.6	Forest - Subtropical/Tropical Moist Lowland
Liolaemus villaricensis	4.4	Grassland - Temperate
Thylogale brunii	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Thylogale brunii	1.6	Forest - Subtropical/Tropical Moist Lowland
Thylogale brunii	2.2	Savanna - Moist
Chadsia magnifica	1.5	Forest - Subtropical/Tropical Dry
Heliconia obscura	1.6	Forest - Subtropical/Tropical Moist Lowland
Heliconia obscura	1.9	Forest - Subtropical/Tropical Moist Montane
Bythinella occasiuncula	5.9	Wetlands (inland) - Freshwater Springs and Oases
Acropora echinata	9.8	Marine Neritic - Coral Reef
Acropora echinata	9.8.4	Lagoon
Acropora echinata	9.8.5	Inter-Reef Soft Substrate
Atoconeura aethiopica	1.9	Forest - Subtropical/Tropical Moist Montane
Atoconeura aethiopica	3.7	Shrubland - Subtropical/Tropical High Altitude
Atoconeura aethiopica	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Gagea sicula	1.4	Forest - Temperate
Gagea sicula	4.4	Grassland - Temperate
Hydrorissoia munensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cyperus cyprius	15.9	Artificial/Aquatic - Canals and Drainage Channels, Ditches
Cyperus cyprius	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Conus stearnsii	9.4	Marine Neritic - Subtidal Sandy
Holacanthus clarionensis	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Bactris horridispatha	1.6	Forest - Subtropical/Tropical Moist Lowland
Leucoperichaetium eremophilum	3.5	Shrubland - Subtropical/Tropical Dry
Habenaria plectromaniaca	1.6	Forest - Subtropical/Tropical Moist Lowland
Habenaria plectromaniaca	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Dombeya subviscosa	1.5	Forest - Subtropical/Tropical Dry
Eidinemacheilus smithi	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Gnidia danguyana	1.6	Forest - Subtropical/Tropical Moist Lowland
Gnidia danguyana	17	Other
Cynorkis rungweensis	3.7	Shrubland - Subtropical/Tropical High Altitude
Cynorkis rungweensis	4.7	Grassland - Subtropical/Tropical High Altitude
Cyprinodon bobmilleri	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cyprinodon bobmilleri	5.16	Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools
Calycobolus micranthus	1.6	Forest - Subtropical/Tropical Moist Lowland
Bithynia graeca	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Tricalysia semidecidua	1.5	Forest - Subtropical/Tropical Dry
Tricalysia semidecidua	3.6	Shrubland - Subtropical/Tropical Moist
Eucalyptus suberea	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Avicennia rumphiana	12.7	Marine Intertidal - Mangrove Submerged Roots
Haplochromis obliquidens	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Podoxymys roraimae	1.9	Forest - Subtropical/Tropical Moist Montane
Artemisia argentea	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Artemisia argentea	6	Rocky areas (eg. inland cliffs, mountain peaks)
Meriania albertiae	1.9	Forest - Subtropical/Tropical Moist Montane
Ovaliptila kinzelbachi	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Cnemaspis indica	1.9	Forest - Subtropical/Tropical Moist Montane
Trochomorpha accurata	1.6	Forest - Subtropical/Tropical Moist Lowland
Asarum simile	1.6	Forest - Subtropical/Tropical Moist Lowland
Picoides ramsayi	14.3	Artificial/Terrestrial - Plantations
Picoides ramsayi	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Picoides ramsayi	1.5	Forest - Subtropical/Tropical Dry
Picoides ramsayi	1.6	Forest - Subtropical/Tropical Moist Lowland
Picoides ramsayi	1.7	Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level
Picoides ramsayi	4.5	Grassland - Subtropical/Tropical Dry
Rhabdotorrhinus exarhatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Vriesea penduliscapa	1.9	Forest - Subtropical/Tropical Moist Montane
Storeria hidalgoensis	1.5	Forest - Subtropical/Tropical Dry
Storeria hidalgoensis	1.9	Forest - Subtropical/Tropical Moist Montane
Eugenia alaotrensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Eugenia alaotrensis	1.9	Forest - Subtropical/Tropical Moist Montane
Potamonautes subukia	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Thelotornis usambaricus	1.5	Forest - Subtropical/Tropical Dry
Thelotornis usambaricus	1.9	Forest - Subtropical/Tropical Moist Montane
Lynchius simmonsi	1.9	Forest - Subtropical/Tropical Moist Montane
Cleopatra obscura	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Amphicnemis pandanicola	1.8	Forest - Subtropical/Tropical Swamp
Banksia attenuata	1.4	Forest - Temperate
Banksia attenuata	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Xerocrassa zaharensis	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Gladiolus pole-evansii	3.5	Shrubland - Subtropical/Tropical Dry
Banksia proteoides	1.4	Forest - Temperate
Banksia proteoides	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Craugastor pelorus	1.6	Forest - Subtropical/Tropical Moist Lowland
Craugastor pelorus	1.9	Forest - Subtropical/Tropical Moist Montane
Craugastor pelorus	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Gyraulus albidus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Puya pichinchae	3.5	Shrubland - Subtropical/Tropical Dry
Melanotaenia arfakensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Leucas hagghierensis	1.5	Forest - Subtropical/Tropical Dry
Fouquieria fasciculata	1.5	Forest - Subtropical/Tropical Dry
Fouquieria fasciculata	3.4	Shrubland - Temperate
Helichrysum biafranum	1.5	Forest - Subtropical/Tropical Dry
Polypodium latissimum	1.6	Forest - Subtropical/Tropical Moist Lowland
Diplazium rivale	1.6	Forest - Subtropical/Tropical Moist Lowland
Diplazium rivale	1.9	Forest - Subtropical/Tropical Moist Montane
Sus oliveri	1.5	Forest - Subtropical/Tropical Dry
Sus oliveri	1.6	Forest - Subtropical/Tropical Moist Lowland
Sus oliveri	1.9	Forest - Subtropical/Tropical Moist Montane
Sus oliveri	2.2	Savanna - Moist
Sus oliveri	3.5	Shrubland - Subtropical/Tropical Dry
Sus oliveri	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Sus oliveri	4.7	Grassland - Subtropical/Tropical High Altitude
Paladilhiopsis hungaricum	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Diospyros bemarivensis	1.5	Forest - Subtropical/Tropical Dry
Podisma carpetana	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Podisma carpetana	4.4	Grassland - Temperate
Agamia agami	1.6	Forest - Subtropical/Tropical Moist Lowland
Agamia agami	1.8	Forest - Subtropical/Tropical Swamp
Agamia agami	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Agamia agami	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Zhangixalus yinggelingensis	1.9	Forest - Subtropical/Tropical Moist Montane
Zhangixalus yinggelingensis	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Zhangixalus yinggelingensis	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Nauclea diderrichii	1.6	Forest - Subtropical/Tropical Moist Lowland
Furcopenis darioi	1.4	Forest - Temperate
Furcopenis darioi	17	Other
Furcopenis darioi	3.4	Shrubland - Temperate
Furcopenis darioi	4.4	Grassland - Temperate
Bursera citronella	1.5	Forest - Subtropical/Tropical Dry
Oedipina quadra	1.6	Forest - Subtropical/Tropical Moist Lowland
Oedipina quadra	1.9	Forest - Subtropical/Tropical Moist Montane
Oedipina quadra	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Hynobius quelpaertensis	1.4	Forest - Temperate
Hynobius quelpaertensis	15.7	Artificial/Aquatic - Irrigated Land (includes irrigation channels)
Hynobius quelpaertensis	15.8	Artificial/Aquatic - Seasonally Flooded Agricultural Land
Hynobius quelpaertensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Hynobius quelpaertensis	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Agelanthus longipes	1.5	Forest - Subtropical/Tropical Dry
Gephyromantis cornutus	1.6	Forest - Subtropical/Tropical Moist Lowland
Gephyromantis cornutus	1.9	Forest - Subtropical/Tropical Moist Montane
Gephyromantis cornutus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Larutia miodactyla	1.6	Forest - Subtropical/Tropical Moist Lowland
Larutia miodactyla	1.9	Forest - Subtropical/Tropical Moist Montane
Luzula mannii	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Luzula mannii	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Hygrophorus subviscifer	1.1	Forest - Boreal
Pristimantis actites	14.4	Artificial/Terrestrial - Rural Gardens
Pristimantis actites	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Pristimantis actites	1.5	Forest - Subtropical/Tropical Dry
Pristimantis actites	1.9	Forest - Subtropical/Tropical Moist Montane
Lactifluus hallingii	1.9	Forest - Subtropical/Tropical Moist Montane
Cardamine lojanensis	1.9	Forest - Subtropical/Tropical Moist Montane
Cardamine lojanensis	3.7	Shrubland - Subtropical/Tropical High Altitude
Plagius flosculosus	15.9	Artificial/Aquatic - Canals and Drainage Channels, Ditches
Plagius flosculosus	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Plagius flosculosus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Plagius flosculosus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Hogna ligata	16	Introduced vegetation
Hogna ligata	1.6	Forest - Subtropical/Tropical Moist Lowland
Hogna ligata	8.2	Desert - Temperate
Epipactis nordeniorum	1.4	Forest - Temperate
Poupartia orientalis	1.6	Forest - Subtropical/Tropical Moist Lowland
Piptostigma macrophyllum	1.6	Forest - Subtropical/Tropical Moist Lowland
Osornophryne percrassa	1.9	Forest - Subtropical/Tropical Moist Montane
Osornophryne percrassa	3.7	Shrubland - Subtropical/Tropical High Altitude
Osornophryne percrassa	4.7	Grassland - Subtropical/Tropical High Altitude
Borneocola petiolatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Alsodes montanus	3.4	Shrubland - Temperate
Alsodes montanus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Vatica parvifolia	1.6	Forest - Subtropical/Tropical Moist Lowland
Charadrius sanctaehelenae	14.1	Artificial/Terrestrial - Arable Land
Charadrius sanctaehelenae	14.2	Artificial/Terrestrial - Pastureland
Charadrius sanctaehelenae	3.5	Shrubland - Subtropical/Tropical Dry
Charadrius sanctaehelenae	4.4	Grassland - Temperate
Adenostemma zakii	1.9	Forest - Subtropical/Tropical Moist Montane
Pseudolaubuca hotaya	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Dendrotriton megarhinus	1.9	Forest - Subtropical/Tropical Moist Montane
Orthochromis malagaraziensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Mammillaria armillata	3.5	Shrubland - Subtropical/Tropical Dry
Rasbora lateristriata	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Chortiheros wesseli	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Escobaria robbinsorum	3.5	Shrubland - Subtropical/Tropical Dry
Valvata utahensis	5.9	Wetlands (inland) - Freshwater Springs and Oases
Salvia trachyphylla	1.9	Forest - Subtropical/Tropical Moist Montane
Salvia trachyphylla	3.7	Shrubland - Subtropical/Tropical High Altitude
Anthurium miniatum	1.9	Forest - Subtropical/Tropical Moist Montane
Blepharis pratensis	2.1	Savanna - Dry
Blepharis pratensis	3.5	Shrubland - Subtropical/Tropical Dry
Blepharis pratensis	5.12	Wetlands (inland) - Geothermal Wetlands
Cybianthus pittieri	1.6	Forest - Subtropical/Tropical Moist Lowland
Hedychium horsfieldii	1.6	Forest - Subtropical/Tropical Moist Lowland
Hedychium horsfieldii	1.9	Forest - Subtropical/Tropical Moist Montane
Anas eatoni	12.1	Marine Intertidal - Rocky Shoreline
Anas eatoni	12.6	Marine Intertidal - Tidepools
Anas eatoni	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Anas eatoni	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Anas eatoni	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Anas eatoni	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Anas eatoni	9.3	Marine Neritic - Subtidal Loose Rock/pebble/gravel
Anas eatoni	9.4	Marine Neritic - Subtidal Sandy
Anas eatoni	9.5	Marine Neritic - Subtidal Sandy-Mud
Anas eatoni	9.7	Marine Neritic - Macroalgal/Kelp
Anas eatoni	9.9	Marine Neritic - Seagrass (Submerged)
Lanistes farleri	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Parodia concinna	4.4	Grassland - Temperate
Parodia concinna	6	Rocky areas (eg. inland cliffs, mountain peaks)
Arcyptera brevipennis	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Arcyptera brevipennis	4.4	Grassland - Temperate
Asplundia pastazana	1.9	Forest - Subtropical/Tropical Moist Montane
Conus jeanmartini	9.5	Marine Neritic - Subtidal Sandy-Mud
Rhynchosia androyensis	3.5	Shrubland - Subtropical/Tropical Dry
Hyporthodus niveatus	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Pericnemis kiautarum	1.6	Forest - Subtropical/Tropical Moist Lowland
Pauridiantha venusta	1.6	Forest - Subtropical/Tropical Moist Lowland
Proteus anguinus	15.10	Artificial/Aquatic - Karst and Other Subterranean Hydrological Systems (human-made)
Proteus anguinus	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Agave potatorum	1.4	Forest - Temperate
Agave potatorum	1.5	Forest - Subtropical/Tropical Dry
Agave potatorum	3.5	Shrubland - Subtropical/Tropical Dry
Vertigo moulinsiana	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Vertigo moulinsiana	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Vertigo moulinsiana	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Vertigo moulinsiana	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Neogobius nigricans	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Anniella alexanderae	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Paracorynanthe antankarana	1.5	Forest - Subtropical/Tropical Dry
Paracorynanthe antankarana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Senna meridionalis	1.5	Forest - Subtropical/Tropical Dry
Senna meridionalis	3.5	Shrubland - Subtropical/Tropical Dry
Gammarus hyalelloides	5.9	Wetlands (inland) - Freshwater Springs and Oases
Cola microcarpa	1.6	Forest - Subtropical/Tropical Moist Lowland
Rytigynia kigeziensis	1.9	Forest - Subtropical/Tropical Moist Montane
Papurana waliesa	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Papurana waliesa	15.9	Artificial/Aquatic - Canals and Drainage Channels, Ditches
Papurana waliesa	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Papurana waliesa	5.3	Wetlands (inland) - Shrub Dominated Wetlands
Papurana waliesa	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Acer tibetense	1.9	Forest - Subtropical/Tropical Moist Montane
Coffea bissetiae	1.5	Forest - Subtropical/Tropical Dry
Punomys kofordi	14.2	Artificial/Terrestrial - Pastureland
Punomys kofordi	3.6	Shrubland - Subtropical/Tropical Moist
Punomys kofordi	3.7	Shrubland - Subtropical/Tropical High Altitude
Punomys kofordi	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Punomys kofordi	4.7	Grassland - Subtropical/Tropical High Altitude
Miconia explicita	1.6	Forest - Subtropical/Tropical Moist Lowland
Miconia explicita	1.9	Forest - Subtropical/Tropical Moist Montane
Mollia nitida	1.6	Forest - Subtropical/Tropical Moist Lowland
Mollia nitida	1.8	Forest - Subtropical/Tropical Swamp
Begonia napoensis	1.9	Forest - Subtropical/Tropical Moist Montane
Begonia napoensis	3.7	Shrubland - Subtropical/Tropical High Altitude
Vernonia luhomeroensis	1.9	Forest - Subtropical/Tropical Moist Montane
Vernonia luhomeroensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Ruschianthus falcatus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Eucalyptus salmonophloia	1.4	Forest - Temperate
Eucalyptus salmonophloia	1.5	Forest - Subtropical/Tropical Dry
Eucalyptus salmonophloia	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Eucalyptus salmonophloia	8.1	Desert - Hot
Eucalyptus salmonophloia	8.2	Desert - Temperate
Westralunio carteri	1.4	Forest - Temperate
Westralunio carteri	14.2	Artificial/Terrestrial - Pastureland
Westralunio carteri	14.4	Artificial/Terrestrial - Rural Gardens
Westralunio carteri	14.5	Artificial/Terrestrial - Urban Areas
Westralunio carteri	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Westralunio carteri	15.1	Artificial/Aquatic - Water Storage Areas (over 8ha)
Westralunio carteri	15.2	Artificial/Aquatic - Ponds (below 8ha)
Westralunio carteri	15.3	Artificial/Aquatic - Aquaculture Ponds
Westralunio carteri	15.7	Artificial/Aquatic - Irrigated Land (includes irrigation channels)
Westralunio carteri	15.9	Artificial/Aquatic - Canals and Drainage Channels, Ditches
Westralunio carteri	1.6	Forest - Subtropical/Tropical Moist Lowland
Westralunio carteri	3.4	Shrubland - Temperate
Westralunio carteri	3.6	Shrubland - Subtropical/Tropical Moist
Westralunio carteri	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Westralunio carteri	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Westralunio carteri	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Westralunio carteri	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Westralunio carteri	5.9	Wetlands (inland) - Freshwater Springs and Oases
Ditassa anderssonii	1.9	Forest - Subtropical/Tropical Moist Montane
Eucalyptus albida	1.4	Forest - Temperate
Eucalyptus albida	1.5	Forest - Subtropical/Tropical Dry
Eucalyptus albida	3.4	Shrubland - Temperate
Eucalyptus albida	3.5	Shrubland - Subtropical/Tropical Dry
Eucalyptus albida	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
