species	code	habitat
Operculicarya hirsutissima	1.6	Forest - Subtropical/Tropical Moist Lowland
Nesiergus insulanus	1.6	Forest - Subtropical/Tropical Moist Lowland
Vitex aurea	1.6	Forest - Subtropical/Tropical Moist Lowland
Vitex aurea	1.9	Forest - Subtropical/Tropical Moist Montane
Leontodon microcephalus	4.4	Grassland - Temperate
Justicia heterotricha	1.6	Forest - Subtropical/Tropical Moist Lowland
Justicia heterotricha	1.9	Forest - Subtropical/Tropical Moist Montane
Cycas zeylanica	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Cycas zeylanica	1.6	Forest - Subtropical/Tropical Moist Lowland
Cossypha heinrichi	1.6	Forest - Subtropical/Tropical Moist Lowland
Cossypha heinrichi	2.1	Savanna - Dry
Diospyros tampinensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Yasuhikotakia splendida	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Brexia montana	1.9	Forest - Subtropical/Tropical Moist Montane
Leiostyla laurinea	1.4	Forest - Temperate
Bursera ribana	1.5	Forest - Subtropical/Tropical Dry
Pitcairnia prolifera	1.5	Forest - Subtropical/Tropical Dry
Isachne bicolor	4.5	Grassland - Subtropical/Tropical Dry
Isachne bicolor	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Isachne bicolor	4.7	Grassland - Subtropical/Tropical High Altitude
Dipodomys nitratoides	3.4	Shrubland - Temperate
Dipodomys nitratoides	4.4	Grassland - Temperate
Dipodomys nitratoides	8.2	Desert - Temperate
Acanthastrea bowerbanki	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Acanthastrea bowerbanki	9.8	Marine Neritic - Coral Reef
Acanthastrea bowerbanki	9.8.2	Back Slope
Acanthastrea bowerbanki	9.8.3	Foreslope (Outer Reef Slope)
Acanthastrea bowerbanki	9.8.4	Lagoon
Picea breweriana	1.4	Forest - Temperate
Herennia gagamba	1.6	Forest - Subtropical/Tropical Moist Lowland
Eleutherodactylus varians	1.6	Forest - Subtropical/Tropical Moist Lowland
Latimeria menadoensis	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Bayadera hyalina	1.9	Forest - Subtropical/Tropical Moist Montane
Bayadera hyalina	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Miconia oellgaardii	3.7	Shrubland - Subtropical/Tropical High Altitude
Pitcairnia stevensonii	1.6	Forest - Subtropical/Tropical Moist Lowland
Pitcairnia stevensonii	1.9	Forest - Subtropical/Tropical Moist Montane
Tyto inexspectata	1.6	Forest - Subtropical/Tropical Moist Lowland
Tyto inexspectata	1.9	Forest - Subtropical/Tropical Moist Montane
Terminalia gracilipes	1.5	Forest - Subtropical/Tropical Dry
Terminalia gracilipes	3.5	Shrubland - Subtropical/Tropical Dry
Favites spinosa	9.8	Marine Neritic - Coral Reef
Favites spinosa	9.8.1	Outer Reef Channel
Favites spinosa	9.8.2	Back Slope
Favites spinosa	9.8.3	Foreslope (Outer Reef Slope)
Favites spinosa	9.8.4	Lagoon
Brachytarsomys villosa	1.9	Forest - Subtropical/Tropical Moist Montane
Bulbophyllum calyptropus	1.9	Forest - Subtropical/Tropical Moist Montane
Bulbophyllum calyptropus	3.7	Shrubland - Subtropical/Tropical High Altitude
Conospermum boreale	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Jatropha divaricata	1.5	Forest - Subtropical/Tropical Dry
Jatropha divaricata	1.6	Forest - Subtropical/Tropical Moist Lowland
Jatropha divaricata	3.5	Shrubland - Subtropical/Tropical Dry
Jatropha divaricata	3.6	Shrubland - Subtropical/Tropical Moist
Stoda libudum	1.6	Forest - Subtropical/Tropical Moist Lowland
Procnias tricarunculatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Procnias tricarunculatus	1.9	Forest - Subtropical/Tropical Moist Montane
Austrothelphusa tigrina	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Cardeniopsis regalis	2.1	Savanna - Dry
Amphilius dimonikensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Anolis muralla	1.5	Forest - Subtropical/Tropical Dry
Selenicereus murrillii	1.5	Forest - Subtropical/Tropical Dry
Caulastrea echinulata	9.8	Marine Neritic - Coral Reef
Caulastrea echinulata	9.8.2	Back Slope
Caulastrea echinulata	9.8.3	Foreslope (Outer Reef Slope)
Caulastrea echinulata	9.8.4	Lagoon
Caulastrea echinulata	9.8.5	Inter-Reef Soft Substrate
Ixora rakotonasoloi	1.6	Forest - Subtropical/Tropical Moist Lowland
Gyroporus punctatus	1.4	Forest - Temperate
Turcorientalia anatolica	5.9	Wetlands (inland) - Freshwater Springs and Oases
Guzmania madisonii	1.6	Forest - Subtropical/Tropical Moist Lowland
Guzmania madisonii	1.9	Forest - Subtropical/Tropical Moist Montane
Crepis purpurea	6	Rocky areas (eg. inland cliffs, mountain peaks)
Litoria olongburensis	17	Other
Litoria olongburensis	1.8	Forest - Subtropical/Tropical Swamp
Litoria olongburensis	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Litoria olongburensis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Litoria olongburensis	5.6	Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)
Litoria olongburensis	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Litoria olongburensis	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Seminemacheilus lendlii	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Seminemacheilus lendlii	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Seminemacheilus lendlii	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Seminemacheilus lendlii	5.9	Wetlands (inland) - Freshwater Springs and Oases
Donrichardsia macroneuron	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Sphyrospermum sodiroi	1.9	Forest - Subtropical/Tropical Moist Montane
Mediterranea pygmaeus	7.2	Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats
Begonia compacticaulis	1.6	Forest - Subtropical/Tropical Moist Lowland
Begonia compacticaulis	1.9	Forest - Subtropical/Tropical Moist Montane
Sclerocactus sileri	1.4	Forest - Temperate
Sclerocactus sileri	3.4	Shrubland - Temperate
Sclerocactus sileri	4.4	Grassland - Temperate
Madhuca orientalis	1.6	Forest - Subtropical/Tropical Moist Lowland
Madhuca orientalis	1.8	Forest - Subtropical/Tropical Swamp
Madhuca orientalis	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Madhuca orientalis	5.6	Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)
Paratilapia polleni	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Paratilapia polleni	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Rhodolaena leroyana	1.6	Forest - Subtropical/Tropical Moist Lowland
Veronica micrantha	1.4	Forest - Temperate
Veronica micrantha	3.4	Shrubland - Temperate
Veronica micrantha	4.4	Grassland - Temperate
Cinnadenia malayana	1.6	Forest - Subtropical/Tropical Moist Lowland
Podocarpus angustifolius	1.5	Forest - Subtropical/Tropical Dry
Podocarpus angustifolius	1.9	Forest - Subtropical/Tropical Moist Montane
Micklethwaitia carvalhoi	1.5	Forest - Subtropical/Tropical Dry
Pandanus namakiensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Pandanus namakiensis	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Brexia marioniae	1.6	Forest - Subtropical/Tropical Moist Lowland
Xanthoparmelia beccae	3.4	Shrubland - Temperate
Alopia straminicollis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Pterodroma externa	10.1	Marine Oceanic - Epipelagic (0-200m)
Pterodroma externa	10.1	Marine Oceanic - Epipelagic (0-200m)
Pterodroma externa	1.4	Forest - Temperate
Pterodroma externa	4.5	Grassland - Subtropical/Tropical Dry
Pterodroma externa	9.1	Marine Neritic - Pelagic
Pterodroma externa	9.1	Marine Neritic - Pelagic
Pinus greggii	1.4	Forest - Temperate
Parnassiana parnon	4.4	Grassland - Temperate
Atelopus tricolor	1.9	Forest - Subtropical/Tropical Moist Montane
Atelopus tricolor	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Asystasia glandulifera	1.6	Forest - Subtropical/Tropical Moist Lowland
Asystasia glandulifera	1.9	Forest - Subtropical/Tropical Moist Montane
Banksia littoralis	1.4	Forest - Temperate
Banksia littoralis	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Acroloxus improvisus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Nothocercus nigrocapillus	1.9	Forest - Subtropical/Tropical Moist Montane
Oreanthes fragilis	1.5	Forest - Subtropical/Tropical Dry
Oreanthes fragilis	1.9	Forest - Subtropical/Tropical Moist Montane
Leopoldamys siporanus	1.6	Forest - Subtropical/Tropical Moist Lowland
Diospyros candolleana	1.6	Forest - Subtropical/Tropical Moist Lowland
Pipistrellus hanaki	1.4	Forest - Temperate
Pipistrellus hanaki	14.2	Artificial/Terrestrial - Pastureland
Pipistrellus hanaki	14.3	Artificial/Terrestrial - Plantations
Pipistrellus hanaki	14.4	Artificial/Terrestrial - Rural Gardens
Pipistrellus hanaki	3.4	Shrubland - Temperate
Pipistrellus hanaki	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Pipistrellus hanaki	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Pipistrellus hanaki	5.3	Wetlands (inland) - Shrub Dominated Wetlands
Pipistrellus hanaki	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Pipistrellus hanaki	5.6	Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)
Pipistrellus hanaki	6	Rocky areas (eg. inland cliffs, mountain peaks)
Thymochares pieraggii	1.9	Forest - Subtropical/Tropical Moist Montane
Tachysurus ichikawai	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Astroblepus ventralis	18	Unknown
Peristoma merduenianum	1.4	Forest - Temperate
Peristoma merduenianum	6	Rocky areas (eg. inland cliffs, mountain peaks)
Geranium loxense	3.7	Shrubland - Subtropical/Tropical High Altitude
Geranium loxense	4.7	Grassland - Subtropical/Tropical High Altitude
Gaertnera laevis	1.6	Forest - Subtropical/Tropical Moist Lowland
Phyllanthus bernieranus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Phyllanthus bernieranus	6	Rocky areas (eg. inland cliffs, mountain peaks)
Clavija repanda	1.9	Forest - Subtropical/Tropical Moist Montane
Banksia rufa	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Eleutherodactylus angustidigitorum	1.9	Forest - Subtropical/Tropical Moist Montane
Oreochromis latilabris	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Oreochromis latilabris	5.9	Wetlands (inland) - Freshwater Springs and Oases
Protoherilla mirabilis	1.4	Forest - Temperate
Protoherilla mirabilis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Crossopetalum minimiflorum	1.6	Forest - Subtropical/Tropical Moist Lowland
Crossopetalum minimiflorum	1.8	Forest - Subtropical/Tropical Swamp
Echinopsis famatinensis	4.7	Grassland - Subtropical/Tropical High Altitude
Sanguirana igorota	1.5	Forest - Subtropical/Tropical Dry
Sanguirana igorota	1.6	Forest - Subtropical/Tropical Moist Lowland
Sanguirana igorota	1.9	Forest - Subtropical/Tropical Moist Montane
Sanguirana igorota	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Sanguirana igorota	5.2	Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks
Saurauia jeisinii	1.9	Forest - Subtropical/Tropical Moist Montane
Thiollierea artensis	3.5	Shrubland - Subtropical/Tropical Dry
Tephrosia parvifolia	4.5	Grassland - Subtropical/Tropical Dry
Tephrosia parvifolia	6	Rocky areas (eg. inland cliffs, mountain peaks)
Hapalemur occidentalis	14.3	Artificial/Terrestrial - Plantations
Hapalemur occidentalis	1.5	Forest - Subtropical/Tropical Dry
Hapalemur occidentalis	1.6	Forest - Subtropical/Tropical Moist Lowland
Hypolobocera cajambrensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Agardhiella tunde	7.2	Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats
Burmagomphus insularis	1.6	Forest - Subtropical/Tropical Moist Lowland
Burmagomphus insularis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Phyllanthus acacioides	1.6	Forest - Subtropical/Tropical Moist Lowland
Eucalyptus cladocalyx	1.4	Forest - Temperate
Actenoides regalis	1.6	Forest - Subtropical/Tropical Moist Lowland
Actenoides regalis	1.9	Forest - Subtropical/Tropical Moist Montane
Naja siamensis	14.1	Artificial/Terrestrial - Arable Land
Naja siamensis	1.5	Forest - Subtropical/Tropical Dry
Naja siamensis	15.7	Artificial/Aquatic - Irrigated Land (includes irrigation channels)
Naja siamensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Cyrtodactylus chrysopylos	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Planchonella leptostylidifolia	3.5	Shrubland - Subtropical/Tropical Dry
Salix blinii	1.4	Forest - Temperate
Salix blinii	3.4	Shrubland - Temperate
Memecylon myrtilloides	1.9	Forest - Subtropical/Tropical Moist Montane
Codia ferruginea	3.5	Shrubland - Subtropical/Tropical Dry
Alsophis rufiventris	14.4	Artificial/Terrestrial - Rural Gardens
Alsophis rufiventris	1.5	Forest - Subtropical/Tropical Dry
Alsophis rufiventris	1.6	Forest - Subtropical/Tropical Moist Lowland
Geospiza propinqua	3.5	Shrubland - Subtropical/Tropical Dry
Narcissus yepesii	4.4	Grassland - Temperate
Nolina robusta	1.4	Forest - Temperate
Nolina robusta	3.5	Shrubland - Subtropical/Tropical Dry
Hynobius arisanensis	1.4	Forest - Temperate
Hynobius arisanensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Hynobius arisanensis	5.9	Wetlands (inland) - Freshwater Springs and Oases
Oman ypsilon	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Neisopsallus vinaceus	1.4	Forest - Temperate
Neisopsallus vinaceus	1.6	Forest - Subtropical/Tropical Moist Lowland
Oenanthe mildbraedii	3.6	Shrubland - Subtropical/Tropical Moist
Oenanthe mildbraedii	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Oenanthe mildbraedii	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Hydrobia djerbaensis	5.13	Wetlands (inland) - Permanent Inland Deltas
Pandanus bipyramidatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Acanthastrea ishigakiensis	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Acanthastrea ishigakiensis	9.8	Marine Neritic - Coral Reef
Acanthastrea ishigakiensis	9.8.2	Back Slope
Acanthastrea ishigakiensis	9.8.3	Foreslope (Outer Reef Slope)
Acanthastrea ishigakiensis	9.8.4	Lagoon
Keteleeria evelyniana	1.4	Forest - Temperate
Keteleeria evelyniana	1.9	Forest - Subtropical/Tropical Moist Montane
Myiothlypis basilica	1.9	Forest - Subtropical/Tropical Moist Montane
Myiothlypis basilica	3.7	Shrubland - Subtropical/Tropical High Altitude
Herbertus borealis	1.1	Forest - Boreal
Herbertus borealis	3.3	Shrubland - Boreal
Miconia imitans	1.9	Forest - Subtropical/Tropical Moist Montane
Justicia riopalenquensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Justicia riopalenquensis	1.9	Forest - Subtropical/Tropical Moist Montane
Tillandsia ortgiesiana	13.1	Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands
Tillandsia ortgiesiana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Troglocubanus gibarensis	5.18	Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)
Genista dorycnifolia	3.8	Shrubland - Mediterranean-type Shrubby Vegetation
Cypripedium debile	1.4	Forest - Temperate
Cypripedium debile	1.9	Forest - Subtropical/Tropical Moist Montane
Nanger soemmerringii	2.1	Savanna - Dry
Nanger soemmerringii	3.5	Shrubland - Subtropical/Tropical Dry
Nanger soemmerringii	4.5	Grassland - Subtropical/Tropical Dry
Labrisomus socorroensis	12.1	Marine Intertidal - Rocky Shoreline
Labrisomus socorroensis	12.6	Marine Intertidal - Tidepools
Labrisomus socorroensis	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Rhodeus laoensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Actenoides hombroni	1.6	Forest - Subtropical/Tropical Moist Lowland
Actenoides hombroni	1.9	Forest - Subtropical/Tropical Moist Montane
Eriosyce rodentiophila	8.3	Desert - Cold
Petinomys vordermanni	1.6	Forest - Subtropical/Tropical Moist Lowland
Zospeum allegrettii	7.1	Caves and Subterranean Habitats (non-aquatic) - Caves
Schefflera amungwiwae	1.9	Forest - Subtropical/Tropical Moist Montane
Schefflera amungwiwae	3.7	Shrubland - Subtropical/Tropical High Altitude
Ternstroemia polypetala	1.5	Forest - Subtropical/Tropical Dry
Megapodius bernsteinii	14.1	Artificial/Terrestrial - Arable Land
Megapodius bernsteinii	14.3	Artificial/Terrestrial - Plantations
Megapodius bernsteinii	14.6	Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest
Megapodius bernsteinii	1.5	Forest - Subtropical/Tropical Dry
Megapodius bernsteinii	1.6	Forest - Subtropical/Tropical Moist Lowland
Megapodius bernsteinii	1.7	Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level
Megapodius bernsteinii	2.1	Savanna - Dry
Megapodius bernsteinii	3.6	Shrubland - Subtropical/Tropical Moist
Ceratozamia vovidesii	1.9	Forest - Subtropical/Tropical Moist Montane
Coffea lulandoensis	1.9	Forest - Subtropical/Tropical Moist Montane
Begonia adpressa	1.9	Forest - Subtropical/Tropical Moist Montane
Croton sarcocarpus	1.5	Forest - Subtropical/Tropical Dry
Croton sarcocarpus	3.5	Shrubland - Subtropical/Tropical Dry
Piper seychellarum	1.6	Forest - Subtropical/Tropical Moist Lowland
Hornstedtia striolata	18	Unknown
Beccariophoenix alfredii	1.9	Forest - Subtropical/Tropical Moist Montane
Beccariophoenix alfredii	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Beccariophoenix alfredii	6	Rocky areas (eg. inland cliffs, mountain peaks)
Hakea loranthifolia	1.4	Forest - Temperate
Paraphlebia zoe	1.6	Forest - Subtropical/Tropical Moist Lowland
Paraphlebia zoe	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Dugong dugon	12.2	Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc
Dugong dugon	12.7	Marine Intertidal - Mangrove Submerged Roots
Dugong dugon	9.10	Marine Neritic - Estuaries
Dugong dugon	9.2	Marine Neritic - Subtidal Rock and Rocky Reefs
Dugong dugon	9.4	Marine Neritic - Subtidal Sandy
Dugong dugon	9.5	Marine Neritic - Subtidal Sandy-Mud
Dugong dugon	9.6	Marine Neritic - Subtidal Muddy
Dugong dugon	9.8	Marine Neritic - Coral Reef
Dugong dugon	9.9	Marine Neritic - Seagrass (Submerged)
Schistostephium oxylobum	2.2	Savanna - Moist
Schistostephium oxylobum	4.7	Grassland - Subtropical/Tropical High Altitude
Schistostephium oxylobum	6	Rocky areas (eg. inland cliffs, mountain peaks)
Rhyticeros everetti	1.6	Forest - Subtropical/Tropical Moist Lowland
Rhyticeros everetti	2.1	Savanna - Dry
Stylurus potulentus	1.4	Forest - Temperate
Stylurus potulentus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Orestias olivaceus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Liolaemus frassinettii	1.4	Forest - Temperate
Liolaemus frassinettii	4.4	Grassland - Temperate
Boroda expatria	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Neolemonniera clitandrifolia	1.6	Forest - Subtropical/Tropical Moist Lowland
Zingiber aurantiacum	1.6	Forest - Subtropical/Tropical Moist Lowland
Zingiber aurantiacum	1.9	Forest - Subtropical/Tropical Moist Montane
Devario naganensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Dacryodes buettneri	1.6	Forest - Subtropical/Tropical Moist Lowland
Graptophyllum ophiolithicum	3.7	Shrubland - Subtropical/Tropical High Altitude
Thibaudia litensis	1.5	Forest - Subtropical/Tropical Dry
Aeranthes schlechteri	1.5	Forest - Subtropical/Tropical Dry
Aeranthes schlechteri	1.6	Forest - Subtropical/Tropical Moist Lowland
Aeranthes schlechteri	1.9	Forest - Subtropical/Tropical Moist Montane
Brycon obscurus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Ixalidium transiens	1.6	Forest - Subtropical/Tropical Moist Lowland
Ixalidium transiens	1.9	Forest - Subtropical/Tropical Moist Montane
Lepilemur mustelinus	1.6	Forest - Subtropical/Tropical Moist Lowland
Lepilemur mustelinus	1.9	Forest - Subtropical/Tropical Moist Montane
Nepenthes northiana	6	Rocky areas (eg. inland cliffs, mountain peaks)
Turdus celaenops	1.4	Forest - Temperate
Turdus celaenops	14.1	Artificial/Terrestrial - Arable Land
Turdus celaenops	14.4	Artificial/Terrestrial - Rural Gardens
Pteropus anetianus	14.4	Artificial/Terrestrial - Rural Gardens
Pteropus anetianus	1.6	Forest - Subtropical/Tropical Moist Lowland
Elaeocarpus kaalensis	3.5	Shrubland - Subtropical/Tropical Dry
Elaeocarpus kaalensis	3.7	Shrubland - Subtropical/Tropical High Altitude
Pteropus cognatus	14.4	Artificial/Terrestrial - Rural Gardens
Pteropus cognatus	1.6	Forest - Subtropical/Tropical Moist Lowland
Globba flagellaris	1.5	Forest - Subtropical/Tropical Dry
Phinaea ecuadorana	1.9	Forest - Subtropical/Tropical Moist Montane
Anthurium curtispadix	1.6	Forest - Subtropical/Tropical Moist Lowland
Memecylon cotinifolioides	1.5	Forest - Subtropical/Tropical Dry
Memecylon cotinifolioides	1.6	Forest - Subtropical/Tropical Moist Lowland
Enallagma truncatum	5.6	Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)
Enallagma truncatum	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Aphanactis antisanensis	4.7	Grassland - Subtropical/Tropical High Altitude
Physeter macrocephalus	10.1	Marine Oceanic - Epipelagic (0-200m)
Physeter macrocephalus	10.2	Marine Oceanic - Mesopelagic (200-1000m)
Physeter macrocephalus	9.1	Marine Neritic - Pelagic
Raorchestes graminirupes	3.7	Shrubland - Subtropical/Tropical High Altitude
Raorchestes graminirupes	4.7	Grassland - Subtropical/Tropical High Altitude
Utricularia byrneana	1.8	Forest - Subtropical/Tropical Swamp
Utricularia byrneana	5.4	Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands
Utricularia byrneana	5.8	Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)
Nyctophilus corbeni	1.4	Forest - Temperate
Nyctophilus corbeni	1.6	Forest - Subtropical/Tropical Moist Lowland
Nyctophilus corbeni	1.9	Forest - Subtropical/Tropical Moist Montane
Galemys pyrenaicus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Allomaieta hirsuta	1.9	Forest - Subtropical/Tropical Moist Montane
Plestiodon kishinouyei	13.3	Marine Coastal/Supratidal - Coastal Sand Dunes
Plestiodon kishinouyei	14.4	Artificial/Terrestrial - Rural Gardens
Plestiodon kishinouyei	1.5	Forest - Subtropical/Tropical Dry
Plestiodon kishinouyei	3.5	Shrubland - Subtropical/Tropical Dry
Plestiodon kishinouyei	4.5	Grassland - Subtropical/Tropical Dry
Crateranthus talbotii	1.6	Forest - Subtropical/Tropical Moist Lowland
Crateranthus talbotii	1.8	Forest - Subtropical/Tropical Swamp
Nemipterus virgatus	11.1	Marine Deep Benthic - Continental Slope/Bathyl Zone (200-4,000m)
Nemipterus virgatus	11.1.2	Soft Substrate
Nemipterus virgatus	9.4	Marine Neritic - Subtidal Sandy
Nemipterus virgatus	9.5	Marine Neritic - Subtidal Sandy-Mud
Nemipterus virgatus	9.6	Marine Neritic - Subtidal Muddy
Cestrum pacayense	1.4	Forest - Temperate
Cestrum pacayense	1.9	Forest - Subtropical/Tropical Moist Montane
Grevillea brevifolia	1.4	Forest - Temperate
Grevillea brevifolia	3.4	Shrubland - Temperate
Grevillea brevifolia	6	Rocky areas (eg. inland cliffs, mountain peaks)
Atlantica laurisilvae	1.9	Forest - Subtropical/Tropical Moist Montane
Aotus brumbacki	1.6	Forest - Subtropical/Tropical Moist Lowland
Aotus brumbacki	1.8	Forest - Subtropical/Tropical Swamp
Aotus brumbacki	2.2	Savanna - Moist
Haplochromis maxillaris	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Acridotheres cinereus	14.1	Artificial/Terrestrial - Arable Land
Acridotheres cinereus	14.4	Artificial/Terrestrial - Rural Gardens
Acridotheres cinereus	15.8	Artificial/Aquatic - Seasonally Flooded Agricultural Land
Poeoptera femoralis	1.9	Forest - Subtropical/Tropical Moist Montane
Acropora russelli	9.8	Marine Neritic - Coral Reef
Acropora russelli	9.8.4	Lagoon
Acropora russelli	9.8.5	Inter-Reef Soft Substrate
Acropora russelli	9.8.6	Inter-Reef Rubble Substrate
Cochlostoma paladilhianum	6	Rocky areas (eg. inland cliffs, mountain peaks)
Justicia alterniflora	4.6	Grassland - Subtropical/Tropical Seasonally Wet/Flooded
Vitex madagascariensis	1.6	Forest - Subtropical/Tropical Moist Lowland
Senecio resectus	1.9	Forest - Subtropical/Tropical Moist Montane
Senecio resectus	2.2	Savanna - Moist
Senecio resectus	4.7	Grassland - Subtropical/Tropical High Altitude
Nepenthes mira	1.9	Forest - Subtropical/Tropical Moist Montane
Nepenthes mira	3.7	Shrubland - Subtropical/Tropical High Altitude
Haplochromis nubilus	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Haplochromis nubilus	5.5	Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)
Haplochromis nubilus	5.7	Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)
Buteo socotraensis	2.1	Savanna - Dry
Buteo socotraensis	3.5	Shrubland - Subtropical/Tropical Dry
Buteo socotraensis	3.7	Shrubland - Subtropical/Tropical High Altitude
Buteo socotraensis	6	Rocky areas (eg. inland cliffs, mountain peaks)
Vantanea spichigeri	1.6	Forest - Subtropical/Tropical Moist Lowland
Jurinea bellidioides	6	Rocky areas (eg. inland cliffs, mountain peaks)
Lycaena ottomana	1.4	Forest - Temperate
Lycaena ottomana	3.4	Shrubland - Temperate
Diastema gymnoleuca	1.9	Forest - Subtropical/Tropical Moist Montane
Paramesotriton longliensis	15.1	Artificial/Aquatic - Water Storage Areas (over 8ha)
Paramesotriton longliensis	1.9	Forest - Subtropical/Tropical Moist Montane
Paramesotriton longliensis	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Naziritor chelynoides	5.1	Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)
Dinklageella scandens	1.9	Forest - Subtropical/Tropical Moist Montane
